,v,vw,o,c,h,l,t,n
678,328,58.6612,58.686,58.555,58.7,58.54,1717444800000,328
679,992,58.6379,58.644,58.743,58.767,58.475,1717459200000,992
680,1056,58.7724,58.746,58.757,58.84,58.64,1717473600000,1056
681,1026,58.7718,58.753,58.83,58.849,58.349,1717488000000,1026
682,1403,58.7749,58.831,58.796,58.866,58.383,1717502400000,1403
683,428,58.8033,58.799,58.746,58.884,58.745,1717516800000,428
684,19,58.7753,58.742,58.884,58.884,58.665,1717531200000,19
685,792,58.7286,58.874,58.694,58.874,58.605,1717545600000,792
686,1075,58.7567,58.694,58.795,58.905,58.557,1717560000000,1075
687,847,58.8111,58.797,58.797,58.891,58.705,1717574400000,847
688,949,58.7452,58.797,58.711,58.826,58.602,1717588800000,949
689,290,58.6915,58.712,58.668,58.733,58.585,1717603200000,290
690,108,58.639,58.669,58.747,58.747,58.56,1717617600000,108
691,533,58.6333,58.74,58.65,58.74,58.485,1717632000000,533
692,576,58.5983,58.65,58.615,58.677,58.42,1717646400000,576
693,795,58.6224,58.619,58.624,58.68,58.478,1717660800000,795
694,507,58.5991,58.63,58.582,58.695,58.485,1717675200000,507
695,162,58.5439,58.572,58.555,58.597,58.45,1717689600000,162
696,64,58.5593,58.549,58.57,58.603,58.465,1717704000000,64
697,532,58.5353,58.562,58.551,58.695,58.415,1717718400000,532
698,449,58.5058,58.552,58.502,58.567,58.39,1717732800000,449
699,681,58.4537,58.502,58.423,58.53,58.212,1717747200000,681
700,952,58.5281,58.428,58.704,58.746,57.95,1717761600000,952
701,169,58.6981,58.705,58.732,58.747,58.625,1717776000000,169
702,58,58.7009,58.747,58.694,58.749,58.648,1717790400000,58
703,2,58.7125,58.73,58.695,58.73,58.695,1717963200000,2
704,330,58.7764,58.762,58.796,58.813,58.7,1717977600000,330
705,1163,58.7974,58.795,58.796,58.839,58.627,1717992000000,1163
706,1158,58.6759,58.789,58.615,58.842,58.432,1718006400000,1158
707,572,58.6935,58.63,58.733,58.79,58.555,1718020800000,572
708,164,58.7369,58.732,58.759,58.764,58.635,1718035200000,164
709,45,58.7449,58.753,58.82,58.82,58.63,1718049600000,45
710,670,58.695,58.811,58.656,58.811,58.565,1718064000000,670
711,675,58.6955,58.657,58.717,58.753,58.56,1718078400000,675
712,2050,58.7501,58.714,58.74,58.825,58.62,1718092800000,2050
713,721,58.744,58.74,58.772,58.81,58.615,1718107200000,721
714,635,58.7285,58.771,58.716,58.8,58.615,1718121600000,635
715,123,58.7105,58.713,58.768,58.768,58.64,1718136000000,123
716,288,58.7047,58.759,58.688,58.759,58.6,1718150400000,288
717,922,58.633,58.69,58.614,58.69,58.49,1718164800000,922
718,1275,58.5481,58.614,58.593,58.639,58.392,1718179200000,1275
719,1472,58.3962,58.592,58.331,58.69,58.074,1718193600000,1472
720,1734,58.3381,58.33,58.473,58.59,58.145,1718208000000,1734
721,232,58.3293,58.474,58.277,58.475,58.13,1718222400000,232
722,1115,58.5719,58.306,58.671,58.69,58.179,1718236800000,1115
723,1166,58.6179,58.676,58.582,58.686,58.465,1718251200000,1166
724,833,58.5651,58.575,58.599,58.626,58.405,1718265600000,833
725,1146,58.5353,58.6,58.595,58.612,57.911,1718280000000,1146
726,339,58.6106,58.601,58.638,58.639,58.525,1718294400000,339
727,54,58.6057,58.641,58.555,58.676,58.315,1718308800000,54
728,714,58.6186,58.668,58.627,58.668,58.51,1718323200000,714
729,1190,58.6183,58.617,58.624,58.718,58.425,1718337600000,1190
730,1181,58.6754,58.622,58.692,58.764,58.515,1718352000000,1181
731,389,58.7015,58.697,58.666,58.745,58.58,1718366400000,389
732,117,58.6628,58.666,58.677,58.693,58.595,1718380800000,117
733,40,58.6148,58.677,58.585,58.69,58.581,1718395200000,40
734,1,58.69,58.69,58.69,58.69,58.69,1718568000000,1
735,462,58.6464,58.666,58.623,58.697,58.345,1718582400000,462
736,553,58.6722,58.627,58.671,58.705,58.585,1718596800000,553
737,697,58.6221,58.673,58.624,58.711,58.527,1718611200000,697
738,722,58.6526,58.624,58.666,58.718,58.548,1718625600000,722
739,685,58.6188,58.659,58.587,58.664,58.55,1718640000000,685
740,105,58.5693,58.57,58.515,58.7,58.457,1718654400000,105
741,901,58.6519,58.58,58.617,58.734,58.495,1718668800000,901
742,1029,58.6031,58.617,58.619,58.641,58.485,1718683200000,1029
743,674,58.6648,58.621,58.699,58.729,58.376,1718697600000,674
744,1139,58.582,58.694,58.603,58.699,58.281,1718712000000,1139
745,314,58.5765,58.604,58.557,58.64,58.535,1718726400000,314
746,122,58.5328,58.559,58.605,58.62,58.189,1718740800000,122
747,472,58.6146,58.62,58.665,58.688,58.48,1718755200000,472
748,912,58.7177,58.664,58.742,58.768,58.545,1718769600000,912
749,840,58.7241,58.736,58.723,58.746,58.625,1718784000000,840
750,277,58.75,58.722,58.761,58.793,58.645,1718798400000,277
751,47,58.7349,58.76,58.734,58.761,58.64,1718812800000,47
752,41,58.7198,58.725,58.755,58.756,58.63,1718827200000,41
753,818,58.8246,58.746,58.747,58.943,58.64,1718841600000,818
754,673,58.7496,58.748,58.765,58.781,58.62,1718856000000,673
755,1156,58.8501,58.763,58.854,58.938,58.68,1718870400000,1156
756,653,58.828,58.853,58.876,58.88,58.725,1718884800000,653
757,283,58.8443,58.877,58.833,58.879,58.64,1718899200000,283
758,108,58.8144,58.831,58.848,58.88,58.745,1718913600000,108
759,361,58.8157,58.842,58.8,58.88,58.676,1718928000000,361
760,729,58.8241,58.801,58.832,58.902,58.665,1718942400000,729
761,660,58.8021,58.831,58.821,58.87,57.372,1718956800000,660
762,570,58.8001,58.822,58.822,58.845,58.695,1718971200000,570
763,121,58.7946,58.823,58.773,58.88,58.735,1718985600000,121
764,62,58.7458,58.753,58.72,58.771,58.72,1719000000000,62
765,1,58.86,58.86,58.86,58.86,58.86,1719172800000,1
766,400,58.7841,58.82,58.773,58.826,58.754,1719187200000,400
767,365,58.8028,58.776,58.812,58.832,58.68,1719201600000,365
768,806,58.6851,58.812,58.764,59.18,53.985,1719216000000,806
769,408,58.7328,58.763,58.722,58.785,58.615,1719230400000,408
770,152,58.7219,58.722,58.723,58.86,58.615,1719244800000,152
771,180,58.6768,58.721,58.685,58.735,58.56,1719259200000,180
772,495,58.7135,58.699,58.71,58.79,58.6,1719273600000,495
773,323,58.7224,58.71,58.747,58.76,58.615,1719288000000,323
774,628,58.7642,58.746,58.781,58.787,58.67,1719302400000,628
775,537,58.7602,58.78,58.768,58.791,58.66,1719316800000,537
776,88,58.7418,58.771,58.722,58.772,58.635,1719331200000,88
777,43,58.7215,58.723,58.745,58.745,58.645,1719345600000,43
778,556,58.7787,58.742,58.827,58.836,58.66,1719360000000,556
779,676,58.8507,58.825,58.882,58.905,58.725,1719374400000,676
780,2458,58.9148,58.883,58.944,58.986,58.329,1719388800000,2458
781,1301,58.9176,58.942,58.877,58.953,58.805,1719403200000,1301
782,210,58.9127,58.882,58.934,58.952,58.76,1719417600000,210
783,71,58.9187,58.931,58.933,58.933,58.805,1719432000000,71
784,494,58.8754,58.928,58.942,58.944,58.77,1719446400000,494
785,1046,58.8055,58.946,58.739,58.97,57.953,1719460800000,1046
786,551,58.7056,58.738,58.635,58.772,58.545,1719475200000,551
787,692,58.5764,58.634,58.601,58.636,58.455,1719489600000,692
788,213,58.5981,58.6,58.617,58.621,58.495,1719504000000,213
789,79,58.5849,58.615,58.603,58.624,58.41,1719518400000,79
790,1147,58.6422,58.594,58.655,58.72,58.48,1719532800000,1147
791,760,58.6194,58.655,58.596,58.688,58.49,1719547200000,760
792,913,58.4854,58.596,58.422,58.597,58.34,1719561600000,913
793,614,58.409,58.422,58.406,58.48,58.315,1719576000000,614
794,293,58.389,58.396,58.385,58.424,58.305,1719590400000,293
795,142,58.3616,58.378,58.314,58.384,58.29,1719604800000,142
796,2,58.413,58.346,58.48,58.48,58.346,1719777600000,2
797,708,58.5244,58.446,58.615,58.615,58.42,1719792000000,708
798,1010,58.5949,58.618,58.614,58.668,58.46,1719806400000,1010
799,1047,58.6402,58.613,58.647,58.686,58.48,1719820800000,1047
800,426,58.6794,58.647,58.715,58.726,58.565,1719835200000,426
801,9,58.6239,58.635,58.655,58.655,58.48,1719849600000,9
802,11,58.6841,58.675,58.749,58.749,58.55,1719864000000,11
803,550,58.7701,58.739,58.797,58.805,58.615,1719878400000,550
804,625,58.8155,58.797,58.833,58.844,58.705,1719892800000,625
805,674,58.8082,58.833,58.804,58.841,58.71,1719907200000,674
806,575,58.7532,58.799,58.742,58.807,58.665,1719921600000,575
807,219,58.7554,58.741,58.76,58.772,58.69,1719936000000,219
808,111,58.7499,58.762,58.777,58.777,58.685,1719950400000,111
809,507,58.8006,58.767,58.775,58.847,58.69,1719964800000,507
810,1118,58.7725,58.777,58.721,58.793,58.635,1719979200000,1118
811,190,58.7323,58.625,58.744,58.749,58.625,1719993600000,190
812,2008,58.6718,58.743,58.659,58.757,58.535,1720008000000,2008
813,302,58.6294,58.658,58.619,58.67,58.535,1720022400000,302
814,24,58.6014,58.618,58.65,58.65,58.44,1720036800000,24
815,576,58.6148,58.64,58.656,58.666,58.445,1720051200000,576
816,1178,58.6333,58.657,58.588,58.662,58.48,1720065600000,1178
817,1580,58.547,58.587,58.509,58.591,58.39,1720080000000,1580
818,1114,58.5158,58.509,58.48,58.54,58.395,1720094400000,1114
819,108,58.5092,58.48,58.502,58.547,58.415,1720108800000,108
820,58,58.3596,58.502,58.389,58.59,57.476,1720123200000,58
821,582,58.5457,58.404,58.54,58.591,58.34,1720137600000,582
822,643,58.5474,58.541,58.512,58.593,58.41,1720152000000,643
823,1202,58.5407,58.513,58.517,58.58,58.42,1720166400000,1202
824,2392,58.533,58.523,58.521,58.61,58.168,1720180800000,2392
825,251,58.4934,58.519,58.483,58.65,58.26,1720195200000,251
826,54,58.4506,58.484,58.396,58.484,58.396,1720209600000,54
827,2,58.4825,58.439,58.526,58.526,58.439,1720382400000,2
828,472,58.5375,58.5,58.511,58.581,58.488,1720396800000,472
829,987,58.5154,58.511,58.508,58.556,58.325,1720411200000,987
830,1154,58.5261,58.51,58.552,58.561,58.381,1720425600000,1154
831,1697,58.5241,58.554,58.53,58.562,58.415,1720440000000,1697
832,166,58.5269,58.529,58.517,58.62,58.435,1720454400000,166
833,35,58.487,58.517,58.47,58.521,58.395,1720468800000,35
834,745,58.5227,58.462,58.49,58.565,58.395,1720483200000,745
835,752,58.4532,58.489,58.454,58.49,58.335,1720497600000,752
836,886,58.4218,58.45,58.427,58.452,58.184,1720512000000,886
837,1053,58.4465,58.427,58.477,58.517,58.325,1720526400000,1053
838,120,58.4832,58.479,58.487,58.509,58.39,1720540800000,120
839,31,58.4654,58.475,58.487,58.487,58.38,1720555200000,31
840,365,58.4269,58.477,58.388,58.493,58.305,1720569600000,365
841,709,58.2757,58.387,58.335,58.387,56.362,1720584000000,709
842,974,58.2936,58.34,58.251,58.356,58.14,1720598400000,974
843,783,58.2402,58.258,58.247,58.27,58.125,1720612800000,783
844,164,58.2488,58.244,58.248,58.269,58.145,1720627200000,164
845,57,58.2187,58.252,58.198,58.253,58.105,1720641600000,57
846,548,58.2705,58.21,58.265,58.31,58.13,1720656000000,548
847,758,58.2878,58.268,58.285,58.312,58.165,1720670400000,758
848,1315,58.295,58.284,58.266,58.429,58.1,1720684800000,1315
849,3261,58.1494,58.18,58.17,58.31,57.545,1720699200000,3261
850,1575,58.1338,58.172,58.139,58.24,57.968,1720713600000,1575
851,176,58.0274,58.111,58.158,58.245,58.0,1720728000000,176
852,962,58.3116,58.15,58.33,58.356,58.06,1720742400000,962
853,866,58.3682,58.327,58.391,58.455,58.2,1720756800000,866
854,946,58.3749,58.389,58.363,58.455,58.265,1720771200000,946
855,1189,58.3758,58.361,58.364,58.412,58.28,1720785600000,1189
856,208,58.3774,58.365,58.365,58.418,58.19,1720800000000,208
857,12,58.3491,58.364,58.347,58.365,58.29,1720814400000,12
858,2,58.3905,58.38,58.401,58.401,58.38,1720987200000,2
859,834,58.502,58.4,58.541,58.557,58.396,1721001600000,834
860,1116,58.5238,58.54,58.492,58.66,58.165,1721016000000,1116
861,1408,58.4097,58.492,58.384,58.493,58.27,1721030400000,1408
862,950,58.4254,58.38,58.429,58.47,58.31,1721044800000,950
863,868,58.4566,58.435,58.456,58.483,58.36,1721059200000,868
864,147,58.3894,58.442,58.351,58.465,58.305,1721073600000,147
865,443,58.4616,58.361,58.446,58.513,58.355,1721088000000,443
866,750,58.4364,58.448,58.395,58.465,58.305,1721102400000,750
867,1079,58.3889,58.394,58.377,58.423,58.285,1721116800000,1079
868,1557,58.3962,58.38,58.382,58.452,58.222,1721131200000,1557
869,338,58.3538,58.383,58.303,58.399,58.275,1721145600000,338
870,129,58.2829,58.295,58.317,58.317,58.245,1721160000000,129
871,1,58.335,58.335,58.335,58.335,58.335,1721174400000,1
872,1003,58.3212,58.334,58.305,58.366,58.175,1721188800000,1003
873,1572,58.2159,58.304,58.238,58.304,58.055,1721203200000,1572
874,1268,58.2333,58.239,58.245,58.271,58.105,1721217600000,1268
875,603,58.2192,58.247,58.191,58.273,58.113,1721232000000,603
876,165,58.122,58.098,58.15,58.153,58.07,1721246400000,165
877,563,58.2591,58.142,58.277,58.317,58.035,1721260800000,563
878,964,58.2105,58.278,58.24,58.285,57.995,1721275200000,964
879,1478,58.2794,58.241,58.291,58.323,58.135,1721289600000,1478
880,1314,58.2999,58.291,58.306,58.344,58.139,1721304000000,1314
881,371,58.3127,58.311,58.33,58.343,58.195,1721318400000,371
882,179,58.3072,58.33,58.191,58.33,58.14,1721332800000,179
883,1029,58.3076,58.2,58.313,58.396,58.095,1721347200000,1029
884,924,58.2983,58.307,58.22,58.339,58.175,1721361600000,924
885,735,58.305,58.322,58.346,58.36,58.174,1721376000000,735
886,476,58.3756,58.347,58.392,58.425,58.27,1721390400000,476
887,284,58.3588,58.27,58.33,58.4,58.232,1721404800000,284
888,37,58.3102,58.322,58.271,58.38,58.243,1721419200000,37
889,2,58.3215,58.313,58.33,58.33,58.313,1721592000000,2
890,469,58.4119,58.325,58.436,58.46,58.325,1721606400000,469
891,642,58.3937,58.436,58.377,58.469,58.275,1721620800000,642
892,354,58.3771,58.376,58.401,58.402,58.285,1721635200000,354
893,472,58.4029,58.403,58.412,58.425,58.315,1721649600000,472
894,46,58.3997,58.412,58.398,58.412,58.32,1721664000000,46
895,59,58.3944,58.398,58.405,58.408,58.325,1721678400000,59
896,522,58.348,58.398,58.3,58.425,58.185,1721692800000,522
897,378,58.3748,58.3,58.408,58.457,58.205,1721707200000,378
898,532,58.4717,58.455,58.486,58.516,58.205,1721721600000,532
899,413,58.4923,58.485,58.454,58.522,58.355,1721736000000,413
900,118,58.448,58.365,58.453,58.469,58.36,1721750400000,118
901,73,58.4512,58.454,58.455,58.46,58.395,1721764800000,73
902,178,58.4378,58.448,58.443,58.464,58.34,1721779200000,178
903,423,58.4454,58.442,58.479,58.487,58.325,1721793600000,423
904,908,58.591,58.481,58.608,58.639,58.41,1721808000000,908
905,750,58.5131,58.609,58.467,58.615,58.316,1721822400000,750
906,475,58.4613,58.465,58.468,58.58,58.247,1721836800000,475
907,473,58.4479,58.441,58.491,58.495,58.29,1721851200000,473
908,220,58.5275,58.5,58.56,58.58,58.43,1721865600000,220
909,612,58.5848,58.56,58.56,58.651,58.465,1721880000000,612
910,827,58.5869,58.563,58.654,58.673,58.485,1721894400000,827
911,907,58.526,58.658,58.46,58.665,58.288,1721908800000,907
912,159,58.4666,58.461,58.486,58.492,58.425,1721923200000,159
913,39,58.4103,58.481,58.507,58.55,58.046,1721937600000,39
914,381,58.453,58.52,58.426,58.58,58.315,1721952000000,381
915,512,58.4019,58.426,58.373,58.462,58.265,1721966400000,512
916,1052,58.3903,58.374,58.35,58.466,57.585,1721980800000,1052
917,579,58.4268,58.427,58.46,58.48,58.31,1721995200000,579
918,243,58.4482,58.46,58.479,58.503,58.325,1722009600000,243
919,16,58.4461,58.478,58.399,58.483,58.396,1722024000000,16
920,3,58.356,58.36,58.36,58.36,58.348,1722196800000,3
921,598,58.3884,58.348,58.391,58.451,58.282,1722211200000,598
922,804,58.4456,58.393,58.478,58.565,58.315,1722225600000,804
923,1430,58.5038,58.476,58.528,58.548,58.342,1722240000000,1430
924,885,58.5639,58.538,58.583,58.592,58.455,1722254400000,885
925,141,58.5942,58.582,58.581,58.628,58.505,1722268800000,141
926,33,58.5714,58.577,58.38,58.624,58.37,1722283200000,33
927,619,58.6268,58.624,58.619,58.682,58.46,1722297600000,619
928,1092,58.655,58.618,58.642,58.7,58.525,1722312000000,1092
929,1040,58.6356,58.645,58.638,58.706,58.5,1722326400000,1040
930,1216,58.6095,58.641,58.57,58.666,58.455,1722340800000,1216
931,766,58.5663,58.567,58.557,58.611,58.475,1722355200000,766
932,82,58.5071,58.515,58.415,58.57,58.365,1722369600000,82
933,886,58.5014,58.555,58.512,58.575,58.37,1722384000000,886
934,1540,58.4427,58.511,58.362,58.523,58.235,1722398400000,1540
935,1882,58.3814,58.355,58.395,58.445,57.56,1722412800000,1882
936,2102,58.3323,58.391,58.296,58.396,58.21,1722427200000,2102
937,653,58.2575,58.297,58.253,58.57,57.569,1722441600000,653
938,607,58.1536,58.195,58.25,58.4,57.418,1722456000000,607
939,739,58.2924,58.225,58.294,58.341,58.175,1722470400000,739
940,1121,58.3203,58.296,58.356,58.395,58.185,1722484800000,1121
941,1212,58.2987,58.355,58.28,58.359,58.098,1722499200000,1212
942,1441,58.248,58.28,58.273,58.32,58.1,1722513600000,1441
943,280,58.2669,58.274,58.278,58.304,58.14,1722528000000,280
944,124,58.2545,58.278,58.208,58.37,58.105,1722542400000,124
945,479,58.2659,58.222,58.283,58.313,58.155,1722556800000,479
946,1238,58.1708,58.282,58.104,58.289,57.995,1722571200000,1238
947,2508,57.9227,58.092,58.04,58.21,55.236,1722585600000,2508
948,3970,57.8162,57.838,57.936,58.26,57.325,1722600000000,3970
949,2080,57.863,57.9,57.8,58.008,57.607,1722614400000,2080
950,69,57.6845,57.799,57.582,57.805,57.518,1722628800000,69
951,2,57.8205,57.71,57.931,57.931,57.71,1722801600000,2
952,1082,57.8183,57.8,57.706,57.906,57.673,1722816000000,1082
953,2648,57.7666,57.708,57.845,57.881,57.57,1722830400000,2648
954,1516,57.7512,57.824,57.635,57.898,52.254,1722844800000,1516
955,1960,57.6891,57.637,57.845,57.93,57.266,1722859200000,1960
956,549,57.8277,57.847,57.44,57.878,57.402,1722873600000,549
957,35,57.4891,57.403,57.669,57.82,57.08,1722888000000,35
958,958,57.884,57.698,57.85,58.014,56.978,1722902400000,958
959,1137,57.8355,57.844,57.809,57.88,57.695,1722916800000,1137
960,1165,57.7747,57.81,57.75,57.839,57.64,1722931200000,1165
961,710,57.6685,57.665,57.704,57.75,57.51,1722945600000,710
962,121,57.6783,57.711,57.661,57.8,57.59,1722960000000,121
963,1110,57.6186,57.609,57.685,57.685,57.493,1722974400000,1110
964,938,57.7241,57.6,57.815,57.84,57.545,1722988800000,938
965,1966,57.6161,57.813,57.534,57.82,57.37,1723003200000,1966
966,1256,57.5875,57.537,57.641,57.688,57.006,1723017600000,1256
967,552,57.6169,57.643,57.636,57.682,57.493,1723032000000,552
968,498,57.6371,57.637,57.627,57.656,57.565,1723046400000,498
969,191,57.6083,57.616,57.488,57.667,57.372,1723060800000,191
970,849,57.4309,57.515,57.38,57.63,54.433,1723075200000,849
971,1733,57.2756,57.382,57.32,57.501,53.16,1723089600000,1733
972,755,57.3297,57.321,57.344,57.393,57.198,1723104000000,755
973,962,57.3721,57.345,57.395,57.8,57.209,1723118400000,962
974,564,57.373,57.391,57.344,57.405,57.29,1723132800000,564
975,146,57.198,57.303,57.14,57.366,56.894,1723147200000,146
976,994,57.3045,57.183,57.242,57.401,57.135,1723161600000,994
977,1010,57.2257,57.25,57.261,57.297,57.03,1723176000000,1010
978,602,57.2498,57.263,57.215,57.289,56.689,1723190400000,602
979,419,57.2304,57.249,57.235,57.39,57.082,1723204800000,419
980,691,57.1825,57.235,57.176,57.26,57.053,1723219200000,691
981,151,57.1228,57.082,57.183,57.209,57.064,1723233600000,151
982,2,57.2075,57.14,57.275,57.275,57.14,1723406400000,2
983,787,57.3087,57.14,57.382,57.387,57.14,1723420800000,787
984,741,57.3488,57.386,57.316,57.392,57.215,1723435200000,741
985,791,57.2842,57.317,57.258,57.326,56.942,1723449600000,791
986,595,57.2382,57.229,57.237,57.26,57.16,1723464000000,595
987,268,57.2237,57.236,57.218,57.3,57.15,1723478400000,268
988,25,57.1776,57.218,57.206,57.218,57.088,1723492800000,25
989,540,57.2011,57.215,57.163,57.301,57.045,1723507200000,540
990,1129,57.0289,57.161,56.928,57.164,56.204,1723521600000,1129
991,1357,56.941,56.931,56.954,56.99,56.748,1723536000000,1357
992,1871,56.9934,56.954,57.021,57.3,56.472,1723550400000,1871
993,392,56.9001,57.011,56.88,57.023,56.775,1723564800000,392
994,157,56.8777,56.878,56.785,56.99,56.785,1723579200000,157
995,774,56.8633,56.851,56.882,56.98,56.75,1723593600000,774
996,869,56.9976,56.898,56.955,57.092,56.765,1723608000000,869
997,1231,56.9304,56.957,56.902,56.97,56.795,1723622400000,1231
998,1963,56.9424,56.9,56.918,56.993,56.664,1723636800000,1963
999,420,56.9342,56.917,56.884,56.984,56.85,1723651200000,420
1000,127,56.8507,56.855,56.852,56.905,56.752,1723665600000,127
1001,984,57.0023,56.87,57.009,57.091,56.71,1723680000000,984
1002,1025,57.0063,57.0,56.927,57.137,56.795,1723694400000,1025
1003,934,56.9205,56.929,56.963,56.97,56.366,1723708800000,934
1004,2352,57.1415,56.963,57.164,57.256,56.835,1723723200000,2352
1005,826,57.1167,57.165,57.138,57.225,57.017,1723737600000,826
1006,106,56.9957,57.127,57.141,57.186,56.659,1723752000000,106
1007,674,57.1869,57.155,57.218,57.273,57.0,1723766400000,674
1008,539,57.2362,57.207,57.234,57.278,57.125,1723780800000,539
1009,614,57.1814,57.236,57.129,57.241,57.06,1723795200000,614
1010,1273,57.1009,57.137,57.092,57.208,56.97,1723809600000,1273
1011,285,57.0458,57.093,57.022,57.105,56.945,1723824000000,285
1012,121,56.997,57.022,57.028,57.028,56.894,1723838400000,121
1013,2,57.0995,57.115,57.084,57.115,57.084,1724011200000,2
1014,974,56.7904,56.9,56.628,57.042,56.191,1724025600000,974
1015,1080,56.653,56.63,56.645,56.709,56.53,1724040000000,1080
1016,1017,56.6431,56.641,56.625,56.689,56.491,1724054400000,1017
1017,574,56.6485,56.627,56.658,57.08,56.53,1724068800000,574
1018,352,56.6435,56.669,56.589,56.681,56.55,1724083200000,352
1019,294,56.5188,56.528,56.643,56.84,56.494,1724097600000,294
1020,902,56.5445,56.639,56.593,56.669,56.092,1724112000000,902
1021,661,56.5559,56.596,56.554,56.618,56.355,1724126400000,661
1022,886,56.4935,56.553,56.464,56.571,56.138,1724140800000,886
1023,508,56.4243,56.466,56.463,56.473,56.31,1724155200000,508
1024,434,56.3433,56.457,56.321,56.63,56.132,1724169600000,434
1025,194,56.2692,56.322,56.249,56.333,56.165,1724184000000,194
1026,760,56.384,56.276,56.35,56.565,56.115,1724198400000,760
1027,1295,56.4577,56.351,56.475,56.539,56.212,1724212800000,1295
1028,638,56.447,56.477,56.382,56.494,56.213,1724227200000,638
1029,851,56.3566,56.383,56.269,56.56,56.09,1724241600000,851
1030,441,56.2332,56.27,56.161,56.5,56.09,1724256000000,441
1031,44,56.1343,56.057,56.24,56.34,56.02,1724270400000,44
1032,420,56.3045,56.146,56.311,56.5,56.146,1724284800000,420
1033,343,56.3005,56.319,56.317,56.339,56.16,1724299200000,343
1034,820,56.3619,56.317,56.33,56.473,55.973,1724313600000,820
1035,862,56.3751,56.32,56.464,56.52,55.626,1724328000000,862
1036,449,56.5221,56.454,56.493,56.622,56.31,1724342400000,449
1037,80,56.4753,56.474,56.476,56.495,56.435,1724356800000,80
1038,809,56.4058,56.47,56.385,56.512,56.285,1724371200000,809
1039,1141,56.3753,56.387,56.398,56.403,56.285,1724385600000,1141
1040,1186,56.4023,56.4,56.392,56.457,56.227,1724400000000,1186
1041,1463,56.1762,56.403,55.973,56.44,55.622,1724414400000,1463
1042,685,55.7775,56.085,55.64,56.087,55.516,1724428800000,685
1043,86,55.7297,55.656,55.362,56.16,55.212,1724443200000,86
1044,2,55.8885,55.362,56.415,56.415,55.362,1724616000000,2
1045,554,56.0195,55.79,56.061,56.082,55.553,1724630400000,554
1046,1225,55.9827,56.053,56.01,56.068,55.812,1724644800000,1225
1047,947,55.9882,55.933,56.1,56.1,55.88,1724659200000,947
1048,1165,56.0813,56.1,56.077,56.4,55.965,1724673600000,1165
1049,1377,56.1007,56.077,56.1,56.112,55.98,1724688000000,1377
1050,753,56.0985,56.1,55.925,56.415,55.89,1724702400000,753
1051,1029,56.2136,55.989,56.192,56.415,55.965,1724716800000,1029
1052,1387,56.2195,56.194,56.284,56.292,55.941,1724731200000,1387
1053,668,56.2727,56.286,56.271,56.329,55.947,1724745600000,668
1054,367,56.2975,56.271,56.298,56.326,56.0,1724760000000,367
1055,326,56.2331,56.298,56.214,56.305,56.135,1724774400000,326
1056,12,56.1793,56.214,56.191,56.214,56.113,1724788800000,12
1057,531,56.2039,56.174,56.227,56.305,56.077,1724803200000,531
1058,1747,56.2306,56.226,56.216,56.333,56.125,1724817600000,1747
1059,1058,56.2302,56.218,56.284,56.293,55.975,1724832000000,1058
1060,400,56.2283,56.281,56.187,56.324,56.095,1724846400000,400
1061,328,56.2145,56.188,56.207,56.29,56.11,1724860800000,328
1062,582,56.1858,56.207,56.204,56.207,56.13,1724875200000,582
1063,537,56.2641,56.188,56.283,56.315,56.1,1724889600000,537
1064,789,56.2463,56.284,56.271,56.296,56.12,1724904000000,789
1065,1440,56.1728,56.274,56.149,56.29,56.02,1724918400000,1440
1066,1788,56.1638,56.158,56.184,56.25,56.008,1724932800000,1788
1067,1215,56.1678,56.188,56.153,56.21,56.075,1724947200000,1215
1068,469,56.0298,56.137,56.07,56.207,55.997,1724961600000,469
1069,728,56.1622,56.111,56.201,56.25,56.035,1724976000000,728
1070,569,56.1752,56.201,56.139,56.229,56.055,1724990400000,569
1071,1455,56.1447,56.139,56.192,56.222,55.859,1725004800000,1455
1072,2433,56.148,56.149,56.187,56.214,55.934,1725019200000,2433
1073,1040,56.1955,56.186,56.21,56.239,55.334,1725033600000,1040
1074,80,56.2097,56.212,56.217,56.217,56.199,1725048000000,80
1075,2,56.178,56.135,56.221,56.221,56.135,1725220800000,2
1076,747,56.3129,56.135,56.371,56.371,56.135,1725235200000,747
1077,1055,56.3816,56.388,56.446,56.463,56.26,1725249600000,1055
1078,1592,56.4682,56.447,56.492,56.74,56.304,1725264000000,1592
1079,1034,56.451,56.48,56.393,56.507,56.371,1725278400000,1034
1080,101,56.4417,56.389,56.439,56.508,56.385,1725292800000,101
1081,17,56.4648,56.37,56.457,56.61,56.37,1725307200000,17
1082,983,56.5958,56.452,56.666,56.715,56.028,1725321600000,983
1083,706,56.6594,56.668,56.589,56.721,56.515,1725336000000,706
1084,1325,56.573,56.591,56.537,56.619,56.247,1725350400000,1325
1085,2774,56.5037,56.53,56.491,56.579,56.37,1725364800000,2774
1086,701,56.4738,56.482,56.449,56.512,56.2,1725379200000,701
1087,165,56.432,56.451,56.414,56.503,56.307,1725393600000,165
1088,777,56.5292,56.398,56.515,56.598,55.48,1725408000000,777
1089,587,56.5326,56.514,56.567,56.57,56.42,1725422400000,587
1090,1128,56.5461,56.555,56.542,56.572,56.43,1725436800000,1128
1091,1647,56.4401,56.544,56.433,56.56,55.231,1725451200000,1647
1092,993,56.4183,56.433,56.391,56.5,56.302,1725465600000,993
