,v,vw,o,c,h,l,t,n
1093,239,56.3759,56.393,56.393,56.439,56.325,1725480000000,239
1094,693,56.3859,56.43,56.396,56.468,56.265,1725494400000,693
1095,939,56.1883,56.385,47.471,56.415,47.471,1725508800000,939
1096,1312,56.0947,51.267,56.103,56.191,50.232,1725523200000,1312
1097,2905,56.0215,56.091,55.961,56.43,55.729,1725537600000,2905
1098,1457,55.9648,55.96,55.976,56.003,55.865,1725552000000,1457
1099,152,55.9462,55.974,55.893,55.976,55.885,1725566400000,152
1100,681,55.9486,55.869,55.877,56.049,55.76,1725580800000,681
1101,563,55.8711,55.877,55.882,55.92,55.755,1725595200000,563
1102,1637,55.8873,55.886,55.901,55.991,55.775,1725609600000,1637
1103,3236,55.908,55.902,56.092,56.125,49.643,1725624000000,3236
1104,1296,56.0971,56.067,56.096,56.399,52.562,1725638400000,1296
1105,84,56.0667,56.075,55.917,56.235,55.887,1725652800000,84
1106,1,55.64,55.64,55.64,55.64,55.64,1725825600000,1
1107,498,56.2337,56.22,56.292,56.296,56.196,1725840000000,498
1108,1002,56.3284,56.293,56.432,56.483,56.0,1725854400000,1002
1109,1364,56.49,56.464,56.456,56.585,56.2,1725868800000,1364
1110,1440,56.3612,56.448,56.331,56.462,55.697,1725883200000,1440
1111,592,56.3144,56.333,56.334,56.405,56.215,1725897600000,592
1112,37,56.2586,56.333,56.112,56.42,56.091,1725912000000,37
1113,1014,56.5051,56.475,56.496,56.625,56.102,1725926400000,1014
1114,1072,56.4257,56.495,56.394,56.496,56.28,1725940800000,1072
1115,1283,56.3984,56.396,56.395,56.513,56.275,1725955200000,1283
1116,1000,56.3602,56.394,56.344,56.405,56.25,1725969600000,1000
1117,575,56.3222,56.346,56.288,56.348,56.21,1725984000000,575
1118,110,56.2342,56.272,56.019,56.281,55.985,1725998400000,110
1119,1407,56.078,56.1,56.003,56.334,52.446,1726012800000,1407
1120,1010,55.9686,56.013,55.914,56.059,55.835,1726027200000,1010
1121,1679,55.9134,55.918,55.873,55.99,54.753,1726041600000,1679
1122,2857,55.9311,55.87,55.954,56.35,55.559,1726056000000,2857
1123,696,55.9652,55.958,55.951,55.989,55.885,1726070400000,696
1124,98,55.9375,55.941,55.95,56.165,55.894,1726084800000,98
1125,902,56.0561,56.035,55.995,56.157,55.726,1726099200000,902
1126,714,56.0338,55.993,56.162,56.165,55.875,1726113600000,714
1127,693,56.1431,56.162,56.126,56.179,56.011,1726128000000,693
1128,2325,56.127,56.126,56.173,56.209,55.965,1726142400000,2325
1129,744,56.1451,56.165,56.099,56.199,56.01,1726156800000,744
1130,157,56.0792,56.098,56.06,56.186,55.985,1726171200000,157
1131,854,55.9727,56.05,56.033,56.186,55.277,1726185600000,854
1132,1054,55.9955,56.032,55.991,56.062,55.895,1726200000000,1054
1133,1883,55.9558,55.992,55.945,56.087,51.767,1726214400000,1883
1134,3005,55.9267,55.94,55.93,56.18,55.275,1726228800000,3005
1135,476,55.9253,55.865,55.933,55.955,55.85,1726243200000,476
1136,44,55.8782,55.932,55.86,55.976,55.802,1726257600000,44
1137,2,55.965,55.93,56.0,56.0,55.93,1726430400000,2
1138,588,55.855,55.9,55.815,55.927,55.526,1726444800000,588
1139,844,55.8535,55.821,55.863,55.932,55.735,1726459200000,844
1140,1546,55.7927,55.864,55.784,55.995,54.742,1726473600000,1546
1141,892,55.7344,55.771,55.713,55.94,55.575,1726488000000,892
1142,922,55.7139,55.711,55.746,55.8,55.615,1726502400000,922
1143,181,55.7222,55.747,55.684,55.8,55.44,1726516800000,181
1144,630,55.7645,55.677,55.751,55.826,55.635,1726531200000,630
1145,695,55.6977,55.65,55.649,55.772,55.545,1726545600000,695
1146,713,55.5951,55.65,55.578,55.685,55.389,1726560000000,713
1147,1765,55.7012,55.582,55.796,55.818,55.45,1726574400000,1765
1148,952,55.8074,55.796,55.811,55.835,55.71,1726588800000,952
1149,396,55.7516,55.806,55.807,55.819,55.43,1726603200000,396
1150,589,55.7658,55.803,55.694,55.84,55.5,1726617600000,589
1151,921,55.7142,55.7,55.707,55.755,55.6,1726632000000,921
1152,740,55.7116,55.707,55.728,55.735,55.507,1726646400000,740
1153,887,55.7696,55.726,55.841,55.845,55.65,1726660800000,887
1154,2277,55.4282,55.842,55.336,56.405,51.324,1726675200000,2277
1155,112,55.3076,55.178,55.658,55.725,52.457,1726689600000,112
1156,1126,55.7567,55.639,55.617,55.901,55.265,1726704000000,1126
1157,1970,55.5491,55.616,55.544,55.631,55.4,1726718400000,1970
1158,1409,55.5594,55.549,55.554,55.688,55.345,1726732800000,1409
1159,1631,55.6465,55.552,55.511,55.763,55.419,1726747200000,1631
1160,733,55.5342,55.51,55.489,55.57,55.445,1726761600000,733
1161,36,55.4308,55.424,55.449,55.48,55.42,1726776000000,36
1162,1270,55.5293,55.476,55.496,55.622,55.177,1726790400000,1270
1163,1036,55.4635,55.495,55.596,55.608,55.245,1726804800000,1036
1164,1432,55.6012,55.609,55.657,55.659,55.268,1726819200000,1432
1165,719,55.6847,55.656,55.628,55.747,55.49,1726833600000,719
1166,1213,55.6018,55.628,55.603,55.668,55.48,1726848000000,1213
1167,41,55.5548,55.602,55.621,55.621,55.463,1726862400000,41
1168,2,55.6255,55.621,55.63,55.63,55.621,1727035200000,2
1169,206,55.6951,55.7,55.725,55.725,55.655,1727049600000,206
1170,1309,55.8188,55.726,55.956,55.971,55.625,1727064000000,1309
1171,1022,56.0166,55.957,56.088,56.127,55.818,1727078400000,1022
1172,924,56.0603,56.075,56.04,56.161,55.952,1727092800000,924
1173,481,55.9453,56.043,55.942,56.047,55.822,1727107200000,481
1174,22,55.9668,55.929,55.939,56.045,55.885,1727121600000,22
1175,714,56.0305,55.936,55.992,56.125,55.821,1727136000000,714
1176,1292,56.1977,55.983,56.208,56.345,55.9,1727150400000,1292
1177,1348,56.1845,56.212,56.16,56.243,55.824,1727164800000,1348
1178,845,56.0701,56.158,55.97,56.166,55.895,1727179200000,845
1179,523,55.9651,55.969,55.923,56.22,55.855,1727193600000,523
1180,229,55.9034,55.919,55.875,55.939,55.57,1727208000000,229
1181,633,55.8883,55.855,55.931,56.22,55.73,1727222400000,633
1182,820,55.9057,55.932,55.892,56.006,55.613,1727236800000,820
1183,640,55.927,55.886,55.964,56.001,55.455,1727251200000,640
1184,887,55.9294,55.945,56.038,56.046,55.805,1727265600000,887
1185,645,56.0984,56.037,56.091,56.22,55.88,1727280000000,645
1186,461,56.071,56.083,55.744,56.121,55.744,1727294400000,461
1187,542,55.9703,55.818,56.028,56.083,52.798,1727308800000,542
1188,480,55.9894,56.031,55.994,56.042,55.85,1727323200000,480
1189,929,55.9728,56.0,55.944,56.044,55.54,1727337600000,929
1190,1100,55.905,55.945,55.804,56.012,55.72,1727352000000,1100
1191,337,55.8213,55.803,55.778,55.862,55.755,1727366400000,337
1192,103,55.6455,55.766,55.72,55.86,53.527,1727380800000,103
1193,647,55.8119,55.955,55.894,55.955,54.986,1727395200000,647
1194,1074,55.9621,55.893,56.09,56.1,55.79,1727409600000,1074
1195,1009,55.9414,56.09,55.853,56.09,55.599,1727424000000,1009
1196,2434,55.8532,55.849,56.017,56.085,55.471,1727438400000,2434
1197,1489,55.9524,56.016,55.916,56.022,55.794,1727452800000,1489
1198,328,55.929,55.942,55.958,55.968,55.879,1727467200000,328
1199,2,56.004,55.958,56.05,56.05,55.958,1727640000000,2
1200,568,56.0237,55.987,55.974,56.089,55.946,1727654400000,568
1201,646,55.9956,55.974,56.034,56.056,55.91,1727668800000,646
1202,583,56.0301,56.038,56.021,56.086,55.92,1727683200000,583
1203,1232,56.0835,56.03,56.162,56.171,55.95,1727697600000,1232
1204,512,56.0682,56.164,56.049,56.195,55.757,1727712000000,512
1205,63,56.1213,56.05,55.98,56.197,55.941,1727726400000,63
1206,648,56.2018,56.145,56.178,56.28,55.98,1727740800000,648
1207,864,56.2149,56.095,56.189,56.284,55.935,1727755200000,864
1208,685,56.13,56.188,56.129,56.206,55.8,1727769600000,685
1209,1626,56.1533,56.129,56.224,56.278,55.841,1727784000000,1626
1210,860,56.1738,56.216,56.222,56.444,50.92,1727798400000,860
1211,183,56.1934,56.224,56.272,56.285,56.102,1727812800000,183
1212,1007,56.1341,56.256,56.083,56.37,55.935,1727827200000,1007
1213,842,56.1629,56.02,56.155,56.241,56.02,1727841600000,842
1214,613,56.1728,56.156,56.167,56.207,56.002,1727856000000,613
1215,592,56.1688,56.162,56.165,56.217,56.02,1727870400000,592
1216,192,56.1963,56.165,56.234,56.237,56.115,1727884800000,192
1217,39,56.2279,56.175,56.245,56.256,56.169,1727899200000,39
1218,550,56.2283,56.241,56.276,56.295,56.085,1727913600000,550
1219,763,56.3019,56.276,56.377,56.44,56.165,1727928000000,763
1220,778,56.4095,56.38,56.437,56.465,56.275,1727942400000,778
1221,1203,56.4074,56.442,56.345,56.471,56.255,1727956800000,1203
1222,573,56.3341,56.33,56.336,56.376,56.24,1727971200000,573
1223,72,56.295,56.337,56.232,56.365,56.209,1727985600000,72
1224,699,56.3354,56.272,56.347,56.44,56.14,1728000000000,699
1225,477,56.2946,56.348,56.312,56.366,56.095,1728014400000,477
1226,811,56.335,56.313,56.325,56.373,56.23,1728028800000,811
1227,1143,56.5058,56.255,56.608,56.714,50.346,1728043200000,1143
1228,738,56.6021,56.641,56.612,56.751,56.32,1728057600000,738
1229,90,56.5968,56.622,56.614,56.654,56.397,1728072000000,90
1230,2,56.4645,56.614,56.315,56.614,56.315,1728244800000,2
1231,877,56.6243,56.608,56.668,56.788,56.276,1728259200000,877
1232,1792,56.7515,56.671,56.795,56.843,56.385,1728273600000,1792
1233,2275,56.8586,56.798,56.83,57.038,56.341,1728288000000,2275
1234,3299,56.8121,56.83,56.758,56.965,55.958,1728302400000,3299
1235,700,56.7612,56.758,56.785,56.824,56.706,1728316800000,700
1236,234,56.7172,56.792,56.791,56.855,56.455,1728331200000,234
1237,906,56.8117,56.779,56.85,56.921,56.315,1728345600000,906
1238,837,56.8682,56.848,56.909,56.986,56.735,1728360000000,837
1239,1706,56.8629,56.912,56.794,56.965,56.728,1728374400000,1706
1240,2287,56.8328,56.777,56.839,56.911,56.681,1728388800000,2287
1241,800,56.8338,56.838,56.831,56.855,56.73,1728403200000,800
1242,141,56.8089,56.833,56.831,56.84,56.74,1728417600000,141
1243,904,56.9621,56.814,57.0,57.046,56.746,1728432000000,904
1244,1135,56.9806,57.0,57.011,57.033,56.87,1728446400000,1135
1245,1217,56.9725,57.015,56.912,57.031,56.843,1728460800000,1217
1246,1334,56.9953,56.912,57.007,57.035,56.86,1728475200000,1334
1247,534,57.0598,57.009,57.028,57.114,56.94,1728489600000,534
1248,38,57.029,57.034,57.074,57.079,56.95,1728504000000,38
1249,926,57.1323,57.066,57.135,57.187,56.776,1728518400000,926
1250,1196,57.2419,57.201,57.33,57.347,57.085,1728532800000,1196
1251,1612,57.4109,57.331,57.412,57.532,57.262,1728547200000,1612
1252,2927,57.405,57.409,57.385,57.576,57.092,1728561600000,2927
1253,1317,57.4122,57.476,57.328,57.5,57.31,1728576000000,1317
1254,129,57.1775,57.319,57.336,57.496,56.968,1728590400000,129
1255,838,57.2106,57.318,57.176,57.496,57.025,1728604800000,838
1256,1030,57.2382,57.171,57.224,57.365,57.095,1728619200000,1030
1257,1554,57.2071,57.227,57.219,57.268,56.859,1728633600000,1554
1258,2268,57.2048,57.219,57.234,57.4,57.033,1728648000000,2268
1259,815,57.236,57.236,57.232,57.255,57.145,1728662400000,815
1260,196,57.2282,57.232,57.24,57.24,57.215,1728676800000,196
1261,1,57.22,57.22,57.22,57.22,57.22,1728849600000,1
1262,512,57.3062,57.222,57.376,57.4,57.132,1728864000000,512
1263,650,57.4081,57.36,57.473,57.5,57.31,1728878400000,650
1264,619,57.4702,57.475,57.497,57.523,57.355,1728892800000,619
1265,782,57.4561,57.488,57.424,57.514,57.3,1728907200000,782
1266,53,57.4084,57.424,57.404,57.431,57.325,1728921600000,53
1267,19,57.4136,57.406,57.412,57.463,57.33,1728936000000,19
1268,1073,57.522,57.411,57.676,57.7,56.675,1728950400000,1073
1269,1339,57.7808,57.698,57.833,57.931,57.61,1728964800000,1339
1270,1077,57.7511,57.833,57.72,57.853,57.578,1728979200000,1077
1271,1164,57.7094,57.717,57.746,57.784,57.22,1728993600000,1164
1272,851,57.7502,57.74,57.727,57.804,57.662,1729008000000,851
1273,170,57.6537,57.726,57.691,57.83,57.63,1729022400000,170
1274,767,57.7737,57.712,57.757,57.892,57.613,1729036800000,767
1275,825,57.8276,57.756,57.728,57.877,57.66,1729051200000,825
1276,761,57.7107,57.728,57.718,57.744,57.595,1729065600000,761
1277,682,57.743,57.717,57.772,57.8,57.63,1729080000000,682
1278,644,57.7876,57.768,57.783,57.811,57.69,1729094400000,644
1279,69,57.7719,57.705,57.73,57.8,57.69,1729108800000,69
1280,976,57.666,57.776,57.68,57.777,57.51,1729123200000,976
1281,658,57.75,57.694,57.8,57.835,57.6,1729137600000,658
1282,797,57.8103,57.804,57.797,57.869,57.675,1729152000000,797
1283,1131,57.7946,57.798,57.765,57.882,57.6,1729166400000,1131
1284,630,57.7648,57.764,57.772,57.793,57.66,1729180800000,630
1285,963,57.6851,57.772,57.69,57.83,57.47,1729195200000,963
1286,712,57.6723,57.557,57.606,57.83,57.339,1729209600000,712
1287,952,57.5075,57.627,57.494,57.638,57.335,1729224000000,952
1288,739,57.4706,57.491,57.475,57.532,57.35,1729238400000,739
1289,433,57.481,57.477,57.538,57.538,57.36,1729252800000,433
1290,505,57.5662,57.542,57.499,57.83,57.42,1729267200000,505
1291,20,57.463,57.45,57.5,57.5,57.44,1729281600000,20
1292,1,57.51,57.51,57.51,57.51,57.51,1729454400000,1
1293,449,57.3204,57.4,57.381,57.411,57.262,1729468800000,449
1294,878,57.4573,57.383,57.579,57.581,57.31,1729483200000,878
1295,1113,57.5774,57.576,57.594,57.675,57.372,1729497600000,1113
1296,1329,57.6395,57.594,57.681,57.683,57.485,1729512000000,1329
1297,872,57.6449,57.675,57.632,57.69,57.47,1729526400000,872
1298,158,57.6265,57.632,57.654,57.654,57.55,1729540800000,158
1299,802,57.6945,57.618,57.825,57.841,57.279,1729555200000,802
1300,602,57.8576,57.826,57.876,57.931,57.71,1729569600000,602
1301,1447,57.8316,57.879,57.817,57.965,57.715,1729584000000,1447
1302,1316,57.7848,57.821,57.752,57.831,57.65,1729598400000,1316
1303,597,57.7749,57.755,57.757,57.797,57.685,1729612800000,597
1304,117,57.7606,57.749,57.726,57.822,57.69,1729627200000,117
1305,474,57.8507,57.748,57.899,57.973,57.369,1729641600000,474
1306,690,57.8915,57.897,57.948,57.964,57.81,1729656000000,690
1307,531,57.9489,57.952,58.084,58.212,54.84,1729670400000,531
1308,1758,58.0989,58.105,58.058,58.152,57.78,1729684800000,1758
1309,343,58.0751,58.053,58.045,58.112,57.98,1729699200000,343
1310,160,58.0574,58.045,58.06,58.092,58.031,1729713600000,160
1311,461,57.9912,58.047,57.917,58.078,57.833,1729728000000,461
1312,682,57.9645,57.898,57.955,58.004,57.865,1729742400000,682
1313,1458,57.872,57.959,57.85,57.962,57.662,1729756800000,1458
1314,1185,57.8565,57.847,57.933,57.943,55.124,1729771200000,1185
1315,497,57.8764,57.935,57.822,57.952,57.705,1729785600000,497
1316,115,57.8135,57.821,57.892,57.906,57.766,1729800000000,115
1317,1367,58.0497,57.885,58.337,58.342,57.459,1729814400000,1367
1318,1108,58.3402,58.331,58.351,58.45,58.165,1729828800000,1108
1319,1107,58.2882,58.354,58.266,58.4,58.118,1729843200000,1107
1320,2200,58.2781,58.277,58.304,58.386,58.141,1729857600000,2200
1321,782,58.3251,58.311,58.353,58.585,58.13,1729872000000,782
1322,334,58.167,58.354,58.159,58.356,58.146,1729886400000,334
1323,1,58.555,58.555,58.555,58.555,58.555,1730059200000,1
1324,293,58.3887,58.37,58.31,58.444,58.259,1730073600000,293
1325,533,58.2901,58.326,58.263,58.389,58.15,1730088000000,533
1326,1369,58.2015,58.262,58.158,58.271,57.847,1730102400000,1369
1327,1816,58.1796,58.143,58.221,58.273,58.04,1730116800000,1816
1328,850,58.2083,58.222,58.175,58.242,57.93,1730131200000,850
1329,39,58.1703,58.174,58.148,58.24,58.125,1730145600000,39
1330,774,58.1879,58.194,58.274,58.326,57.957,1730160000000,774
1331,427,58.2804,58.275,58.279,58.318,58.18,1730174400000,427
1332,797,58.255,58.282,58.314,58.332,57.716,1730188800000,797
1333,1933,58.2565,58.316,58.19,58.342,58.084,1730203200000,1933
1334,926,58.2164,58.191,58.194,58.291,58.125,1730217600000,926
1335,221,58.1872,58.19,58.16,58.25,58.112,1730232000000,221
1336,869,58.2251,58.025,58.336,58.36,57.935,1730246400000,869
1337,747,58.2902,58.336,58.221,58.36,58.15,1730260800000,747
1338,1544,58.1468,58.221,58.198,58.25,57.158,1730275200000,1544
1339,2053,58.2101,58.2,58.197,58.418,54.445,1730289600000,2053
1340,442,58.1981,58.195,58.23,58.275,55.729,1730304000000,442
1341,29,58.1884,58.208,58.167,58.236,58.145,1730318400000,29
1342,454,58.213,58.187,58.163,58.273,58.06,1730332800000,454
1343,624,58.1595,58.164,58.043,58.216,58.005,1730347200000,624
1344,1259,58.1851,58.03,58.203,58.351,57.975,1730361600000,1259
1345,1810,58.2779,58.204,58.303,58.398,58.091,1730376000000,1810
1346,522,58.2979,58.305,58.234,58.381,58.165,1730390400000,522
1347,59,58.2027,58.235,58.215,58.235,58.135,1730404800000,59
1348,319,58.2555,58.202,58.283,58.334,58.16,1730419200000,319
1349,589,58.346,58.278,58.427,58.427,58.11,1730433600000,589
1350,1147,58.4241,58.426,58.374,58.64,57.849,1730448000000,1147
1351,1877,58.3716,58.368,58.424,58.634,57.138,1730462400000,1877
1352,917,58.3527,58.442,58.291,58.611,57.087,1730476800000,917
1353,118,58.3248,58.291,58.237,58.385,58.2,1730491200000,118
1354,1,58.28,58.28,58.28,58.28,58.28,1730664000000,1
1355,324,58.1808,58.461,58.178,58.461,58.001,1730678400000,324
1356,1041,58.2788,58.183,58.371,58.392,57.635,1730692800000,1041
1357,1694,58.3914,58.37,58.436,58.455,58.28,1730707200000,1694
1358,1168,58.4152,58.439,58.381,58.47,58.281,1730721600000,1168
1359,620,58.401,58.374,58.415,58.48,58.305,1730736000000,620
1360,114,58.4246,58.41,58.39,58.463,58.31,1730750400000,114
1361,547,58.4181,58.376,58.433,58.468,58.256,1730764800000,547
1362,458,58.3663,58.435,58.296,58.444,58.185,1730779200000,458
1363,1197,58.2805,58.288,58.272,58.389,58.13,1730793600000,1197
1364,979,58.304,58.274,58.371,58.41,55.445,1730808000000,979
1365,929,58.3538,58.376,58.24,58.546,56.977,1730822400000,929
1366,271,58.2798,58.319,58.16,58.381,58.16,1730836800000,271
1367,1379,58.5994,58.318,58.807,58.88,53.174,1730851200000,1379
1368,1278,58.7521,58.807,58.7,58.868,58.613,1730865600000,1278
1369,2131,58.7181,58.693,58.815,58.9,58.384,1730880000000,2131
1370,2886,58.7568,58.812,58.762,58.896,58.429,1730894400000,2886
1371,1037,58.6884,58.726,58.571,58.792,58.456,1730908800000,1037
1372,240,58.6721,58.571,58.732,58.861,58.569,1730923200000,240
1373,574,58.673,58.774,58.706,58.879,55.289,1730937600000,574
1374,1477,58.7581,58.705,58.691,58.918,58.523,1730952000000,1477
1375,1665,58.6415,58.692,58.603,58.744,58.515,1730966400000,1665
1376,2089,58.2879,58.602,58.254,58.77,52.704,1730980800000,2089
1377,1593,58.2054,58.254,58.206,58.309,57.92,1730995200000,1593
1378,262,58.2129,58.207,58.186,58.355,58.11,1731009600000,262
1379,936,58.3883,58.175,58.4,58.48,57.793,1731024000000,936
1380,714,58.3625,58.401,58.281,58.449,58.195,1731038400000,714
1381,1308,58.2742,58.28,58.296,58.41,58.019,1731052800000,1308
1382,1409,58.3212,58.297,58.346,58.359,58.19,1731067200000,1409
1383,1240,58.3669,58.347,58.394,58.5,56.965,1731081600000,1240
1384,386,58.262,58.408,58.242,58.43,58.117,1731096000000,386
1385,1,58.327,58.327,58.327,58.327,58.327,1731268800000,1
1386,182,58.5407,58.27,58.595,58.603,58.27,1731283200000,182
1387,518,58.5998,58.598,58.618,58.646,58.49,1731297600000,518
1388,1156,58.6013,58.54,58.592,58.662,58.498,1731312000000,1156
1389,1089,58.6328,58.591,58.659,58.775,58.525,1731326400000,1089
1390,256,58.6013,58.66,58.572,58.667,58.555,1731340800000,256
1391,61,58.5595,58.571,58.62,58.647,58.507,1731355200000,61
1392,589,58.7475,58.604,58.785,58.821,58.491,1731369600000,589
1393,471,58.8014,58.778,58.791,58.831,58.7,1731384000000,471
1394,1665,58.6485,58.792,58.638,58.797,58.355,1731398400000,1665
1395,1909,58.6242,58.639,58.613,58.667,58.46,1731412800000,1909
1396,761,58.6777,58.613,58.729,58.801,58.515,1731427200000,761
1397,204,58.721,58.726,58.781,58.781,58.625,1731441600000,204
1398,689,58.6713,58.772,58.728,58.772,57.65,1731456000000,689
1399,430,58.6878,58.721,58.72,58.728,58.55,1731470400000,430
1400,1341,58.6019,58.72,58.536,58.732,58.42,1731484800000,1341
1401,2641,58.6112,58.499,58.672,58.711,58.445,1731499200000,2641
1402,629,58.683,58.671,58.711,58.718,58.585,1731513600000,629
1403,180,58.7158,58.704,58.73,58.75,58.54,1731528000000,180
1404,572,58.793,58.759,58.839,58.855,58.617,1731542400000,572
1405,753,58.8187,58.839,58.768,58.904,58.64,1731556800000,753
1406,2192,58.8781,58.766,58.855,59.078,56.392,1731571200000,2192
1407,2465,58.7432,58.854,58.669,58.902,58.408,1731585600000,2465
1408,778,58.7648,58.678,58.766,58.86,58.567,1731600000000,778
1409,517,58.792,58.728,58.848,58.909,58.587,1731614400000,517
1410,743,58.7895,58.802,58.854,58.877,57.756,1731628800000,743
1411,729,58.7721,58.853,58.729,58.873,58.58,1731643200000,729
1412,994,58.696,58.728,58.711,58.798,58.565,1731657600000,994
1413,1843,58.7367,58.709,58.723,58.807,58.63,1731672000000,1843
1414,573,58.716,58.737,58.668,58.84,58.56,1731686400000,573
1415,91,58.6123,58.668,58.526,58.703,58.174,1731700800000,91
1416,1,58.594,58.594,58.594,58.594,58.594,1731873600000,1
1417,273,58.7121,58.736,58.735,58.754,58.662,1731888000000,273
1418,381,58.6939,58.733,58.685,58.743,58.555,1731902400000,381
1419,1371,58.6535,58.682,58.663,58.707,58.508,1731916800000,1371
1420,920,58.6648,58.664,58.681,58.699,58.525,1731931200000,920
1421,398,58.651,58.68,58.651,58.73,58.52,1731945600000,398
1422,231,58.5951,58.652,58.494,58.69,58.415,1731960000000,231
1423,507,58.6411,58.54,58.683,58.689,58.5,1731974400000,507
1424,505,58.7218,58.679,58.796,58.81,58.555,1731988800000,505
1425,2226,58.8538,58.796,58.878,59.007,58.519,1732003200000,2226
1426,1860,58.8575,58.877,58.785,58.931,58.598,1732017600000,1860
1427,703,58.8408,58.802,58.829,58.909,58.69,1732032000000,703
1428,197,58.8302,58.827,58.852,58.892,58.775,1732046400000,197
1429,397,58.8489,58.843,58.896,58.9,58.63,1732060800000,397
1430,471,58.887,58.896,58.918,58.961,58.79,1732075200000,471
1431,1237,58.9836,58.929,58.958,59.091,58.745,1732089600000,1237
1432,1565,58.9244,58.957,58.926,59.02,58.86,1732104000000,1565
1433,683,58.9442,58.935,58.966,59.004,58.86,1732118400000,683
1434,166,58.9349,58.967,58.981,59.005,58.87,1732132800000,166
1435,745,58.9148,58.957,58.938,58.98,58.267,1732147200000,745
1436,485,58.9539,58.936,59.015,59.015,58.82,1732161600000,485
1437,985,59.0214,59.025,59.003,59.1,58.895,1732176000000,985
1438,2278,58.957,59.001,58.929,59.044,58.686,1732190400000,2278
1439,538,58.9455,58.927,58.963,58.993,58.865,1732204800000,538
1440,41,58.9339,58.963,58.862,58.98,58.859,1732219200000,41
1441,538,58.8928,58.913,58.812,58.973,58.739,1732233600000,538
1442,561,58.8543,58.812,58.886,58.92,58.725,1732248000000,561
1443,2187,58.916,58.88,58.934,59.062,58.619,1732262400000,2187
1444,1473,58.9102,58.932,58.919,58.97,58.785,1732276800000,1473
1445,508,58.9438,58.918,58.938,58.983,58.815,1732291200000,508
1446,190,58.9019,58.939,58.745,58.939,58.745,1732305600000,190
1447,795,58.8961,58.872,58.97,58.991,58.785,1732536000000,795
1448,515,58.9304,58.93,58.869,58.983,58.84,1732550400000,515
1449,104,58.8924,58.867,58.953,58.96,58.855,1732564800000,104
1450,440,58.9634,58.941,58.928,59.01,58.759,1732579200000,440
1451,552,58.9838,58.928,59.03,59.05,58.86,1732593600000,552
1452,1319,58.9968,59.024,58.99,59.068,58.828,1732608000000,1319
1453,1571,58.9526,58.99,58.929,59.014,58.855,1732622400000,1571
1454,647,58.9201,58.922,58.89,58.945,58.815,1732636800000,647
1455,135,58.8893,58.892,58.944,58.946,58.815,1732651200000,135
1456,435,58.8445,58.939,58.868,58.939,58.69,1732665600000,435
1457,404,58.3574,58.87,48.923,58.904,48.739,1732680000000,404
1458,1053,58.7256,58.725,58.728,58.766,58.62,1732694400000,1053
1459,2278,58.7034,58.729,58.646,58.821,58.55,1732708800000,2278
1460,785,58.6824,58.645,58.638,58.749,58.56,1732723200000,785
1461,34,58.6361,58.639,58.678,58.695,58.555,1732737600000,34
1462,459,58.6274,58.668,58.623,58.734,56.591,1732752000000,459
1463,519,58.6443,58.53,58.684,58.724,58.515,1732766400000,519
1464,828,58.6723,58.684,58.651,58.84,57.975,1732780800000,828
1465,415,58.6374,58.652,58.619,58.69,58.59,1732795200000,415
1466,176,58.6241,58.635,58.534,58.692,58.534,1732809600000,176
1467,27,58.5824,58.539,58.659,58.671,58.517,1732824000000,27
1468,456,58.5766,58.648,58.561,58.75,58.26,1732838400000,456
1469,669,58.5541,58.561,58.6,58.613,58.225,1732852800000,669
1470,1399,58.5807,58.602,58.496,58.823,57.695,1732867200000,1399
1471,870,58.6062,58.487,58.535,58.69,58.487,1732881600000,870
1472,340,58.5893,58.599,58.532,58.69,57.978,1732896000000,340
1473,13,58.5145,58.5,58.512,58.532,58.5,1732910400000,13
1474,1,58.557,58.557,58.557,58.557,58.557,1733083200000,1
1475,230,58.7706,58.62,58.745,58.808,58.62,1733097600000,230
1476,648,58.7233,58.747,58.708,58.779,58.6,1733112000000,648
1477,1210,58.6605,58.707,58.653,58.761,58.467,1733126400000,1210
1478,1369,58.6653,58.654,58.689,58.73,58.575,1733140800000,1369
1479,559,58.6588,58.686,58.616,58.756,58.58,1733155200000,559
1480,253,58.5585,58.616,58.599,58.622,58.497,1733169600000,253
1481,667,58.6553,58.64,58.644,58.74,58.484,1733184000000,667
1482,322,58.6198,58.635,58.585,58.678,58.515,1733198400000,322
1483,950,58.5841,58.578,58.559,58.682,58.191,1733212800000,950
1484,1550,58.5612,58.558,58.56,58.654,58.485,1733227200000,1550
1485,996,58.4285,58.539,58.326,58.66,57.375,1733241600000,996
1486,445,58.3354,58.328,58.235,58.392,58.235,1733256000000,445
1487,635,58.3721,58.3,58.385,58.534,58.255,1733270400000,635
1488,548,58.2889,58.384,58.223,58.384,58.208,1733284800000,548
1489,1659,58.2617,58.211,58.201,58.341,57.347,1733299200000,1659
1490,2647,58.1858,58.199,58.141,58.297,58.052,1733313600000,2647
1491,426,58.1349,58.142,58.141,58.53,58.035,1733328000000,426
1492,117,58.1341,58.142,58.169,58.305,58.055,1733342400000,117
1493,629,58.1325,58.157,58.078,58.198,57.96,1733356800000,629
1494,1086,57.8893,58.077,57.864,58.104,53.765,1733371200000,1086
1495,929,57.8878,57.866,57.897,57.964,57.617,1733385600000,929
1496,1764,57.7485,57.881,57.692,57.908,57.596,1733400000000,1764
1497,478,57.7432,57.691,57.785,58.16,57.625,1733414400000,478
