,v,vw,o,c,h,l,t,n
2188,1025,57.0063,57.0,56.927,57.137,56.795,1723694400000,1025
2189,934,56.9205,56.929,56.963,56.97,56.366,1723708800000,934
2190,2352,57.1415,56.963,57.164,57.256,56.835,1723723200000,2352
2191,826,57.1167,57.165,57.138,57.225,57.017,1723737600000,826
2192,106,56.9957,57.127,57.141,57.186,56.659,1723752000000,106
2193,674,57.1869,57.155,57.218,57.273,57.0,1723766400000,674
2194,539,57.2362,57.207,57.234,57.278,57.125,1723780800000,539
2195,614,57.1814,57.236,57.129,57.241,57.06,1723795200000,614
2196,1273,57.1009,57.137,57.092,57.208,56.97,1723809600000,1273
2197,285,57.0458,57.093,57.022,57.105,56.945,1723824000000,285
2198,121,56.997,57.022,57.028,57.028,56.894,1723838400000,121
2199,2,57.0995,57.115,57.084,57.115,57.084,1724011200000,2
2200,974,56.7904,56.9,56.628,57.042,56.191,1724025600000,974
2201,1080,56.653,56.63,56.645,56.709,56.53,1724040000000,1080
2202,1017,56.6431,56.641,56.625,56.689,56.491,1724054400000,1017
2203,574,56.6485,56.627,56.658,57.08,56.53,1724068800000,574
2204,352,56.6435,56.669,56.589,56.681,56.55,1724083200000,352
2205,294,56.5188,56.528,56.643,56.84,56.494,1724097600000,294
2206,902,56.5445,56.639,56.593,56.669,56.092,1724112000000,902
2207,661,56.5559,56.596,56.554,56.618,56.355,1724126400000,661
2208,886,56.4935,56.553,56.464,56.571,56.138,1724140800000,886
2209,508,56.4243,56.466,56.463,56.473,56.31,1724155200000,508
2210,434,56.3433,56.457,56.321,56.63,56.132,1724169600000,434
2211,194,56.2692,56.322,56.249,56.333,56.165,1724184000000,194
2212,760,56.384,56.276,56.35,56.565,56.115,1724198400000,760
2213,1295,56.4577,56.351,56.475,56.539,56.212,1724212800000,1295
2214,638,56.447,56.477,56.382,56.494,56.213,1724227200000,638
2215,851,56.3566,56.383,56.269,56.56,56.09,1724241600000,851
2216,441,56.2332,56.27,56.161,56.5,56.09,1724256000000,441
2217,44,56.1343,56.057,56.24,56.34,56.02,1724270400000,44
2218,420,56.3045,56.146,56.311,56.5,56.146,1724284800000,420
2219,343,56.3005,56.319,56.317,56.339,56.16,1724299200000,343
2220,820,56.3619,56.317,56.33,56.473,55.973,1724313600000,820
2221,862,56.3751,56.32,56.464,56.52,55.626,1724328000000,862
2222,449,56.5221,56.454,56.493,56.622,56.31,1724342400000,449
2223,80,56.4753,56.474,56.476,56.495,56.435,1724356800000,80
2224,809,56.4058,56.47,56.385,56.512,56.285,1724371200000,809
2225,1141,56.3753,56.387,56.398,56.403,56.285,1724385600000,1141
2226,1186,56.4023,56.4,56.392,56.457,56.227,1724400000000,1186
2227,1463,56.1762,56.403,55.973,56.44,55.622,1724414400000,1463
2228,685,55.7775,56.085,55.64,56.087,55.516,1724428800000,685
2229,86,55.7297,55.656,55.362,56.16,55.212,1724443200000,86
2230,2,55.8885,55.362,56.415,56.415,55.362,1724616000000,2
2231,554,56.0195,55.79,56.061,56.082,55.553,1724630400000,554
2232,1225,55.9827,56.053,56.01,56.068,55.812,1724644800000,1225
2233,947,55.9882,55.933,56.1,56.1,55.88,1724659200000,947
2234,1165,56.0813,56.1,56.077,56.4,55.965,1724673600000,1165
2235,1377,56.1007,56.077,56.1,56.112,55.98,1724688000000,1377
2236,753,56.0985,56.1,55.925,56.415,55.89,1724702400000,753
2237,1029,56.2136,55.989,56.192,56.415,55.965,1724716800000,1029
2238,1387,56.2195,56.194,56.284,56.292,55.941,1724731200000,1387
2239,668,56.2727,56.286,56.271,56.329,55.947,1724745600000,668
2240,367,56.2975,56.271,56.298,56.326,56.0,1724760000000,367
2241,326,56.2331,56.298,56.214,56.305,56.135,1724774400000,326
2242,12,56.1793,56.214,56.191,56.214,56.113,1724788800000,12
2243,531,56.2039,56.174,56.227,56.305,56.077,1724803200000,531
2244,1747,56.2306,56.226,56.216,56.333,56.125,1724817600000,1747
2245,1058,56.2302,56.218,56.284,56.293,55.975,1724832000000,1058
2246,400,56.2283,56.281,56.187,56.324,56.095,1724846400000,400
2247,328,56.2145,56.188,56.207,56.29,56.11,1724860800000,328
2248,582,56.1858,56.207,56.204,56.207,56.13,1724875200000,582
2249,537,56.2641,56.188,56.283,56.315,56.1,1724889600000,537
2250,789,56.2463,56.284,56.271,56.296,56.12,1724904000000,789
2251,1440,56.1728,56.274,56.149,56.29,56.02,1724918400000,1440
2252,1788,56.1638,56.158,56.184,56.25,56.008,1724932800000,1788
2253,1215,56.1678,56.188,56.153,56.21,56.075,1724947200000,1215
2254,469,56.0298,56.137,56.07,56.207,55.997,1724961600000,469
2255,728,56.1622,56.111,56.201,56.25,56.035,1724976000000,728
2256,569,56.1752,56.201,56.139,56.229,56.055,1724990400000,569
2257,1455,56.1447,56.139,56.192,56.222,55.859,1725004800000,1455
2258,2433,56.148,56.149,56.187,56.214,55.934,1725019200000,2433
2259,1040,56.1955,56.186,56.21,56.239,55.334,1725033600000,1040
2260,80,56.2097,56.212,56.217,56.217,56.199,1725048000000,80
2261,2,56.178,56.135,56.221,56.221,56.135,1725220800000,2
2262,747,56.3129,56.135,56.371,56.371,56.135,1725235200000,747
2263,1055,56.3816,56.388,56.446,56.463,56.26,1725249600000,1055
2264,1592,56.4682,56.447,56.492,56.74,56.304,1725264000000,1592
2265,1034,56.451,56.48,56.393,56.507,56.371,1725278400000,1034
2266,101,56.4417,56.389,56.439,56.508,56.385,1725292800000,101
2267,17,56.4648,56.37,56.457,56.61,56.37,1725307200000,17
2268,983,56.5958,56.452,56.666,56.715,56.028,1725321600000,983
2269,706,56.6594,56.668,56.589,56.721,56.515,1725336000000,706
2270,1325,56.573,56.591,56.537,56.619,56.247,1725350400000,1325
2271,2774,56.5037,56.53,56.491,56.579,56.37,1725364800000,2774
2272,701,56.4738,56.482,56.449,56.512,56.2,1725379200000,701
2273,165,56.432,56.451,56.414,56.503,56.307,1725393600000,165
2274,777,56.5292,56.398,56.515,56.598,55.48,1725408000000,777
2275,587,56.5326,56.514,56.567,56.57,56.42,1725422400000,587
2276,1128,56.5461,56.555,56.542,56.572,56.43,1725436800000,1128
2277,1647,56.4401,56.544,56.433,56.56,55.231,1725451200000,1647
2278,993,56.4183,56.433,56.391,56.5,56.302,1725465600000,993
2279,239,56.3759,56.393,56.393,56.439,56.325,1725480000000,239
2280,693,56.3859,56.43,56.396,56.468,56.265,1725494400000,693
2281,939,56.1883,56.385,47.471,56.415,47.471,1725508800000,939
2282,1312,56.0947,51.267,56.103,56.191,50.232,1725523200000,1312
2283,2905,56.0215,56.091,55.961,56.43,55.729,1725537600000,2905
2284,1457,55.9648,55.96,55.976,56.003,55.865,1725552000000,1457
2285,152,55.9462,55.974,55.893,55.976,55.885,1725566400000,152
2286,681,55.9486,55.869,55.877,56.049,55.76,1725580800000,681
2287,563,55.8711,55.877,55.882,55.92,55.755,1725595200000,563
2288,1637,55.8873,55.886,55.901,55.991,55.775,1725609600000,1637
2289,3236,55.908,55.902,56.092,56.125,49.643,1725624000000,3236
2290,1296,56.0971,56.067,56.096,56.399,52.562,1725638400000,1296
2291,84,56.0667,56.075,55.917,56.235,55.887,1725652800000,84
2292,1,55.64,55.64,55.64,55.64,55.64,1725825600000,1
2293,498,56.2337,56.22,56.292,56.296,56.196,1725840000000,498
2294,1002,56.3284,56.293,56.432,56.483,56.0,1725854400000,1002
2295,1364,56.49,56.464,56.456,56.585,56.2,1725868800000,1364
2296,1440,56.3612,56.448,56.331,56.462,55.697,1725883200000,1440
2297,592,56.3144,56.333,56.334,56.405,56.215,1725897600000,592
2298,37,56.2586,56.333,56.112,56.42,56.091,1725912000000,37
2299,1014,56.5051,56.475,56.496,56.625,56.102,1725926400000,1014
2300,1072,56.4257,56.495,56.394,56.496,56.28,1725940800000,1072
2301,1283,56.3984,56.396,56.395,56.513,56.275,1725955200000,1283
2302,1000,56.3602,56.394,56.344,56.405,56.25,1725969600000,1000
2303,575,56.3222,56.346,56.288,56.348,56.21,1725984000000,575
2304,110,56.2342,56.272,56.019,56.281,55.985,1725998400000,110
2305,1407,56.078,56.1,56.003,56.334,52.446,1726012800000,1407
2306,1010,55.9686,56.013,55.914,56.059,55.835,1726027200000,1010
2307,1679,55.9134,55.918,55.873,55.99,54.753,1726041600000,1679
2308,2857,55.9311,55.87,55.954,56.35,55.559,1726056000000,2857
2309,696,55.9652,55.958,55.951,55.989,55.885,1726070400000,696
2310,98,55.9375,55.941,55.95,56.165,55.894,1726084800000,98
2311,902,56.0561,56.035,55.995,56.157,55.726,1726099200000,902
2312,714,56.0338,55.993,56.162,56.165,55.875,1726113600000,714
2313,693,56.1431,56.162,56.126,56.179,56.011,1726128000000,693
2314,2325,56.127,56.126,56.173,56.209,55.965,1726142400000,2325
2315,744,56.1451,56.165,56.099,56.199,56.01,1726156800000,744
2316,157,56.0792,56.098,56.06,56.186,55.985,1726171200000,157
2317,854,55.9727,56.05,56.033,56.186,55.277,1726185600000,854
2318,1054,55.9955,56.032,55.991,56.062,55.895,1726200000000,1054
2319,1883,55.9558,55.992,55.945,56.087,51.767,1726214400000,1883
2320,3005,55.9267,55.94,55.93,56.18,55.275,1726228800000,3005
2321,476,55.9253,55.865,55.933,55.955,55.85,1726243200000,476
2322,44,55.8782,55.932,55.86,55.976,55.802,1726257600000,44
2323,2,55.965,55.93,56.0,56.0,55.93,1726430400000,2
2324,588,55.855,55.9,55.815,55.927,55.526,1726444800000,588
2325,844,55.8535,55.821,55.863,55.932,55.735,1726459200000,844
2326,1546,55.7927,55.864,55.784,55.995,54.742,1726473600000,1546
2327,892,55.7344,55.771,55.713,55.94,55.575,1726488000000,892
2328,922,55.7139,55.711,55.746,55.8,55.615,1726502400000,922
2329,181,55.7222,55.747,55.684,55.8,55.44,1726516800000,181
2330,630,55.7645,55.677,55.751,55.826,55.635,1726531200000,630
2331,695,55.6977,55.65,55.649,55.772,55.545,1726545600000,695
2332,713,55.5951,55.65,55.578,55.685,55.389,1726560000000,713
2333,1765,55.7012,55.582,55.796,55.818,55.45,1726574400000,1765
2334,952,55.8074,55.796,55.811,55.835,55.71,1726588800000,952
2335,396,55.7516,55.806,55.807,55.819,55.43,1726603200000,396
2336,589,55.7658,55.803,55.694,55.84,55.5,1726617600000,589
2337,921,55.7142,55.7,55.707,55.755,55.6,1726632000000,921
2338,740,55.7116,55.707,55.728,55.735,55.507,1726646400000,740
2339,887,55.7696,55.726,55.841,55.845,55.65,1726660800000,887
2340,2277,55.4282,55.842,55.336,56.405,51.324,1726675200000,2277
2341,112,55.3076,55.178,55.658,55.725,52.457,1726689600000,112
2342,1126,55.7567,55.639,55.617,55.901,55.265,1726704000000,1126
2343,1970,55.5491,55.616,55.544,55.631,55.4,1726718400000,1970
2344,1409,55.5594,55.549,55.554,55.688,55.345,1726732800000,1409
2345,1631,55.6465,55.552,55.511,55.763,55.419,1726747200000,1631
2346,733,55.5342,55.51,55.489,55.57,55.445,1726761600000,733
2347,36,55.4308,55.424,55.449,55.48,55.42,1726776000000,36
2348,1270,55.5293,55.476,55.496,55.622,55.177,1726790400000,1270
2349,1036,55.4635,55.495,55.596,55.608,55.245,1726804800000,1036
2350,1432,55.6012,55.609,55.657,55.659,55.268,1726819200000,1432
2351,719,55.6847,55.656,55.628,55.747,55.49,1726833600000,719
2352,1213,55.6018,55.628,55.603,55.668,55.48,1726848000000,1213
2353,41,55.5548,55.602,55.621,55.621,55.463,1726862400000,41
2354,2,55.6255,55.621,55.63,55.63,55.621,1727035200000,2
2355,206,55.6951,55.7,55.725,55.725,55.655,1727049600000,206
2356,1309,55.8188,55.726,55.956,55.971,55.625,1727064000000,1309
2357,1022,56.0166,55.957,56.088,56.127,55.818,1727078400000,1022
2358,924,56.0603,56.075,56.04,56.161,55.952,1727092800000,924
2359,481,55.9453,56.043,55.942,56.047,55.822,1727107200000,481
2360,22,55.9668,55.929,55.939,56.045,55.885,1727121600000,22
2361,714,56.0305,55.936,55.992,56.125,55.821,1727136000000,714
2362,1292,56.1977,55.983,56.208,56.345,55.9,1727150400000,1292
2363,1348,56.1845,56.212,56.16,56.243,55.824,1727164800000,1348
2364,845,56.0701,56.158,55.97,56.166,55.895,1727179200000,845
2365,523,55.9651,55.969,55.923,56.22,55.855,1727193600000,523
2366,229,55.9034,55.919,55.875,55.939,55.57,1727208000000,229
2367,633,55.8883,55.855,55.931,56.22,55.73,1727222400000,633
2368,820,55.9057,55.932,55.892,56.006,55.613,1727236800000,820
2369,640,55.927,55.886,55.964,56.001,55.455,1727251200000,640
2370,887,55.9294,55.945,56.038,56.046,55.805,1727265600000,887
2371,645,56.0984,56.037,56.091,56.22,55.88,1727280000000,645
2372,461,56.071,56.083,55.744,56.121,55.744,1727294400000,461
2373,542,55.9703,55.818,56.028,56.083,52.798,1727308800000,542
2374,480,55.9894,56.031,55.994,56.042,55.85,1727323200000,480
2375,929,55.9728,56.0,55.944,56.044,55.54,1727337600000,929
2376,1100,55.905,55.945,55.804,56.012,55.72,1727352000000,1100
2377,337,55.8213,55.803,55.778,55.862,55.755,1727366400000,337
2378,103,55.6455,55.766,55.72,55.86,53.527,1727380800000,103
2379,647,55.8119,55.955,55.894,55.955,54.986,1727395200000,647
2380,1074,55.9621,55.893,56.09,56.1,55.79,1727409600000,1074
2381,1009,55.9414,56.09,55.853,56.09,55.599,1727424000000,1009
2382,2434,55.8532,55.849,56.017,56.085,55.471,1727438400000,2434
2383,1489,55.9524,56.016,55.916,56.022,55.794,1727452800000,1489
2384,328,55.929,55.942,55.958,55.968,55.879,1727467200000,328
2385,2,56.004,55.958,56.05,56.05,55.958,1727640000000,2
2386,568,56.0237,55.987,55.974,56.089,55.946,1727654400000,568
2387,646,55.9956,55.974,56.034,56.056,55.91,1727668800000,646
2388,583,56.0301,56.038,56.021,56.086,55.92,1727683200000,583
2389,1232,56.0835,56.03,56.162,56.171,55.95,1727697600000,1232
2390,512,56.0682,56.164,56.049,56.195,55.757,1727712000000,512
2391,63,56.1213,56.05,55.98,56.197,55.941,1727726400000,63
2392,648,56.2018,56.145,56.178,56.28,55.98,1727740800000,648
2393,864,56.2149,56.095,56.189,56.284,55.935,1727755200000,864
2394,685,56.13,56.188,56.129,56.206,55.8,1727769600000,685
2395,1626,56.1533,56.129,56.224,56.278,55.841,1727784000000,1626
2396,860,56.1738,56.216,56.222,56.444,50.92,1727798400000,860
2397,183,56.1934,56.224,56.272,56.285,56.102,1727812800000,183
2398,1007,56.1341,56.256,56.083,56.37,55.935,1727827200000,1007
2399,842,56.1629,56.02,56.155,56.241,56.02,1727841600000,842
2400,613,56.1728,56.156,56.167,56.207,56.002,1727856000000,613
2401,592,56.1688,56.162,56.165,56.217,56.02,1727870400000,592
2402,192,56.1963,56.165,56.234,56.237,56.115,1727884800000,192
2403,39,56.2279,56.175,56.245,56.256,56.169,1727899200000,39
2404,550,56.2283,56.241,56.276,56.295,56.085,1727913600000,550
2405,763,56.3019,56.276,56.377,56.44,56.165,1727928000000,763
2406,778,56.4095,56.38,56.437,56.465,56.275,1727942400000,778
2407,1203,56.4074,56.442,56.345,56.471,56.255,1727956800000,1203
2408,573,56.3341,56.33,56.336,56.376,56.24,1727971200000,573
2409,72,56.295,56.337,56.232,56.365,56.209,1727985600000,72
2410,699,56.3354,56.272,56.347,56.44,56.14,1728000000000,699
2411,477,56.2946,56.348,56.312,56.366,56.095,1728014400000,477
2412,811,56.335,56.313,56.325,56.373,56.23,1728028800000,811
2413,1143,56.5058,56.255,56.608,56.714,50.346,1728043200000,1143
2414,738,56.6021,56.641,56.612,56.751,56.32,1728057600000,738
2415,90,56.5968,56.622,56.614,56.654,56.397,1728072000000,90
2416,2,56.4645,56.614,56.315,56.614,56.315,1728244800000,2
2417,877,56.6243,56.608,56.668,56.788,56.276,1728259200000,877
2418,1792,56.7515,56.671,56.795,56.843,56.385,1728273600000,1792
2419,2275,56.8586,56.798,56.83,57.038,56.341,1728288000000,2275
2420,3299,56.8121,56.83,56.758,56.965,55.958,1728302400000,3299
2421,700,56.7612,56.758,56.785,56.824,56.706,1728316800000,700
2422,234,56.7172,56.792,56.791,56.855,56.455,1728331200000,234
2423,906,56.8117,56.779,56.85,56.921,56.315,1728345600000,906
2424,837,56.8682,56.848,56.909,56.986,56.735,1728360000000,837
2425,1706,56.8629,56.912,56.794,56.965,56.728,1728374400000,1706
2426,2287,56.8328,56.777,56.839,56.911,56.681,1728388800000,2287
2427,800,56.8338,56.838,56.831,56.855,56.73,1728403200000,800
2428,141,56.8089,56.833,56.831,56.84,56.74,1728417600000,141
2429,904,56.9621,56.814,57.0,57.046,56.746,1728432000000,904
2430,1135,56.9806,57.0,57.011,57.033,56.87,1728446400000,1135
2431,1217,56.9725,57.015,56.912,57.031,56.843,1728460800000,1217
2432,1334,56.9953,56.912,57.007,57.035,56.86,1728475200000,1334
2433,534,57.0598,57.009,57.028,57.114,56.94,1728489600000,534
2434,38,57.029,57.034,57.074,57.079,56.95,1728504000000,38
2435,926,57.1323,57.066,57.135,57.187,56.776,1728518400000,926
2436,1196,57.2419,57.201,57.33,57.347,57.085,1728532800000,1196
2437,1612,57.4109,57.331,57.412,57.532,57.262,1728547200000,1612
2438,2927,57.405,57.409,57.385,57.576,57.092,1728561600000,2927
2439,1317,57.4122,57.476,57.328,57.5,57.31,1728576000000,1317
2440,129,57.1775,57.319,57.336,57.496,56.968,1728590400000,129
2441,838,57.2106,57.318,57.176,57.496,57.025,1728604800000,838
2442,1030,57.2382,57.171,57.224,57.365,57.095,1728619200000,1030
2443,1554,57.2071,57.227,57.219,57.268,56.859,1728633600000,1554
2444,2268,57.2048,57.219,57.234,57.4,57.033,1728648000000,2268
2445,815,57.236,57.236,57.232,57.255,57.145,1728662400000,815
2446,196,57.2282,57.232,57.24,57.24,57.215,1728676800000,196
2447,1,57.22,57.22,57.22,57.22,57.22,1728849600000,1
2448,512,57.3062,57.222,57.376,57.4,57.132,1728864000000,512
2449,650,57.4081,57.36,57.473,57.5,57.31,1728878400000,650
2450,619,57.4702,57.475,57.497,57.523,57.355,1728892800000,619
2451,782,57.4561,57.488,57.424,57.514,57.3,1728907200000,782
2452,53,57.4084,57.424,57.404,57.431,57.325,1728921600000,53
2453,19,57.4136,57.406,57.412,57.463,57.33,1728936000000,19
2454,1073,57.522,57.411,57.676,57.7,56.675,1728950400000,1073
2455,1339,57.7808,57.698,57.833,57.931,57.61,1728964800000,1339
2456,1077,57.7511,57.833,57.72,57.853,57.578,1728979200000,1077
2457,1164,57.7094,57.717,57.746,57.784,57.22,1728993600000,1164
2458,851,57.7502,57.74,57.727,57.804,57.662,1729008000000,851
2459,170,57.6537,57.726,57.691,57.83,57.63,1729022400000,170
2460,767,57.7737,57.712,57.757,57.892,57.613,1729036800000,767
2461,825,57.8276,57.756,57.728,57.877,57.66,1729051200000,825
2462,761,57.7107,57.728,57.718,57.744,57.595,1729065600000,761
2463,682,57.743,57.717,57.772,57.8,57.63,1729080000000,682
2464,644,57.7876,57.768,57.783,57.811,57.69,1729094400000,644
2465,69,57.7719,57.705,57.73,57.8,57.69,1729108800000,69
2466,976,57.666,57.776,57.68,57.777,57.51,1729123200000,976
2467,658,57.75,57.694,57.8,57.835,57.6,1729137600000,658
2468,797,57.8103,57.804,57.797,57.869,57.675,1729152000000,797
2469,1131,57.7946,57.798,57.765,57.882,57.6,1729166400000,1131
2470,630,57.7648,57.764,57.772,57.793,57.66,1729180800000,630
2471,963,57.6851,57.772,57.69,57.83,57.47,1729195200000,963
2472,712,57.6723,57.557,57.606,57.83,57.339,1729209600000,712
2473,952,57.5075,57.627,57.494,57.638,57.335,1729224000000,952
2474,739,57.4706,57.491,57.475,57.532,57.35,1729238400000,739
2475,433,57.481,57.477,57.538,57.538,57.36,1729252800000,433
2476,505,57.5662,57.542,57.499,57.83,57.42,1729267200000,505
2477,20,57.463,57.45,57.5,57.5,57.44,1729281600000,20
2478,1,57.51,57.51,57.51,57.51,57.51,1729454400000,1
2479,449,57.3204,57.4,57.381,57.411,57.262,1729468800000,449
2480,878,57.4573,57.383,57.579,57.581,57.31,1729483200000,878
2481,1113,57.5774,57.576,57.594,57.675,57.372,1729497600000,1113
2482,1329,57.6395,57.594,57.681,57.683,57.485,1729512000000,1329
2483,872,57.6449,57.675,57.632,57.69,57.47,1729526400000,872
2484,158,57.6265,57.632,57.654,57.654,57.55,1729540800000,158
2485,802,57.6945,57.618,57.825,57.841,57.279,1729555200000,802
2486,602,57.8576,57.826,57.876,57.931,57.71,1729569600000,602
2487,1447,57.8316,57.879,57.817,57.965,57.715,1729584000000,1447
2488,1316,57.7848,57.821,57.752,57.831,57.65,1729598400000,1316
2489,597,57.7749,57.755,57.757,57.797,57.685,1729612800000,597
2490,117,57.7606,57.749,57.726,57.822,57.69,1729627200000,117
2491,474,57.8507,57.748,57.899,57.973,57.369,1729641600000,474
2492,690,57.8915,57.897,57.948,57.964,57.81,1729656000000,690
2493,531,57.9489,57.952,58.084,58.212,54.84,1729670400000,531
2494,1758,58.0989,58.105,58.058,58.152,57.78,1729684800000,1758
2495,343,58.0751,58.053,58.045,58.112,57.98,1729699200000,343
2496,160,58.0574,58.045,58.06,58.092,58.031,1729713600000,160
2497,461,57.9912,58.047,57.917,58.078,57.833,1729728000000,461
2498,682,57.9645,57.898,57.955,58.004,57.865,1729742400000,682
2499,1458,57.872,57.959,57.85,57.962,57.662,1729756800000,1458
2500,1185,57.8565,57.847,57.933,57.943,55.124,1729771200000,1185
2501,497,57.8764,57.935,57.822,57.952,57.705,1729785600000,497
2502,115,57.8135,57.821,57.892,57.906,57.766,1729800000000,115
2503,1367,58.0497,57.885,58.337,58.342,57.459,1729814400000,1367
2504,1108,58.3402,58.331,58.351,58.45,58.165,1729828800000,1108
2505,1107,58.2882,58.354,58.266,58.4,58.118,1729843200000,1107
2506,2200,58.2781,58.277,58.304,58.386,58.141,1729857600000,2200
2507,782,58.3251,58.311,58.353,58.585,58.13,1729872000000,782
2508,334,58.167,58.354,58.159,58.356,58.146,1729886400000,334
2509,1,58.555,58.555,58.555,58.555,58.555,1730059200000,1
2510,293,58.3887,58.37,58.31,58.444,58.259,1730073600000,293
2511,533,58.2901,58.326,58.263,58.389,58.15,1730088000000,533
2512,1369,58.2015,58.262,58.158,58.271,57.847,1730102400000,1369
2513,1816,58.1796,58.143,58.221,58.273,58.04,1730116800000,1816
2514,850,58.2083,58.222,58.175,58.242,57.93,1730131200000,850
2515,39,58.1703,58.174,58.148,58.24,58.125,1730145600000,39
2516,774,58.1879,58.194,58.274,58.326,57.957,1730160000000,774
2517,427,58.2804,58.275,58.279,58.318,58.18,1730174400000,427
2518,797,58.255,58.282,58.314,58.332,57.716,1730188800000,797
2519,1933,58.2565,58.316,58.19,58.342,58.084,1730203200000,1933
2520,926,58.2164,58.191,58.194,58.291,58.125,1730217600000,926
2521,221,58.1872,58.19,58.16,58.25,58.112,1730232000000,221
2522,869,58.2251,58.025,58.336,58.36,57.935,1730246400000,869
2523,747,58.2902,58.336,58.221,58.36,58.15,1730260800000,747
2524,1544,58.1468,58.221,58.198,58.25,57.158,1730275200000,1544
2525,2053,58.2101,58.2,58.197,58.418,54.445,1730289600000,2053
2526,442,58.1981,58.195,58.23,58.275,55.729,1730304000000,442
2527,29,58.1884,58.208,58.167,58.236,58.145,1730318400000,29
2528,454,58.213,58.187,58.163,58.273,58.06,1730332800000,454
2529,624,58.1595,58.164,58.043,58.216,58.005,1730347200000,624
2530,1259,58.1851,58.03,58.203,58.351,57.975,1730361600000,1259
2531,1810,58.2779,58.204,58.303,58.398,58.091,1730376000000,1810
2532,522,58.2979,58.305,58.234,58.381,58.165,1730390400000,522
2533,59,58.2027,58.235,58.215,58.235,58.135,1730404800000,59
2534,319,58.2555,58.202,58.283,58.334,58.16,1730419200000,319
2535,589,58.346,58.278,58.427,58.427,58.11,1730433600000,589
2536,1147,58.4241,58.426,58.374,58.64,57.849,1730448000000,1147
2537,1877,58.3716,58.368,58.424,58.634,57.138,1730462400000,1877
2538,917,58.3527,58.442,58.291,58.611,57.087,1730476800000,917
2539,118,58.3248,58.291,58.237,58.385,58.2,1730491200000,118
2540,1,58.28,58.28,58.28,58.28,58.28,1730664000000,1
2541,324,58.1808,58.461,58.178,58.461,58.001,1730678400000,324
2542,1041,58.2788,58.183,58.371,58.392,57.635,1730692800000,1041
2543,1694,58.3914,58.37,58.436,58.455,58.28,1730707200000,1694
2544,1168,58.4152,58.439,58.381,58.47,58.281,1730721600000,1168
2545,620,58.401,58.374,58.415,58.48,58.305,1730736000000,620
2546,114,58.4246,58.41,58.39,58.463,58.31,1730750400000,114
2547,547,58.4181,58.376,58.433,58.468,58.256,1730764800000,547
2548,458,58.3663,58.435,58.296,58.444,58.185,1730779200000,458
2549,1197,58.2805,58.288,58.272,58.389,58.13,1730793600000,1197
2550,979,58.304,58.274,58.371,58.41,55.445,1730808000000,979
2551,929,58.3538,58.376,58.24,58.546,56.977,1730822400000,929
2552,271,58.2798,58.319,58.16,58.381,58.16,1730836800000,271
2553,1379,58.5994,58.318,58.807,58.88,53.174,1730851200000,1379
2554,1278,58.7521,58.807,58.7,58.868,58.613,1730865600000,1278
2555,2131,58.7181,58.693,58.815,58.9,58.384,1730880000000,2131
2556,2886,58.7568,58.812,58.762,58.896,58.429,1730894400000,2886
2557,1037,58.6884,58.726,58.571,58.792,58.456,1730908800000,1037
2558,240,58.6721,58.571,58.732,58.861,58.569,1730923200000,240
2559,574,58.673,58.774,58.706,58.879,55.289,1730937600000,574
2560,1477,58.7581,58.705,58.691,58.918,58.523,1730952000000,1477
2561,1665,58.6415,58.692,58.603,58.744,58.515,1730966400000,1665
2562,2089,58.2879,58.602,58.254,58.77,52.704,1730980800000,2089
2563,1593,58.2054,58.254,58.206,58.309,57.92,1730995200000,1593
2564,262,58.2129,58.207,58.186,58.355,58.11,1731009600000,262
2565,936,58.3883,58.175,58.4,58.48,57.793,1731024000000,936
2566,714,58.3625,58.401,58.281,58.449,58.195,1731038400000,714
2567,1308,58.2742,58.28,58.296,58.41,58.019,1731052800000,1308
2568,1409,58.3212,58.297,58.346,58.359,58.19,1731067200000,1409
2569,1240,58.3669,58.347,58.394,58.5,56.965,1731081600000,1240
2570,386,58.262,58.408,58.242,58.43,58.117,1731096000000,386
2571,1,58.327,58.327,58.327,58.327,58.327,1731268800000,1
2572,182,58.5407,58.27,58.595,58.603,58.27,1731283200000,182
2573,518,58.5998,58.598,58.618,58.646,58.49,1731297600000,518
2574,1156,58.6013,58.54,58.592,58.662,58.498,1731312000000,1156
2575,1089,58.6328,58.591,58.659,58.775,58.525,1731326400000,1089
2576,256,58.6013,58.66,58.572,58.667,58.555,1731340800000,256
2577,61,58.5595,58.571,58.62,58.647,58.507,1731355200000,61
2578,589,58.7475,58.604,58.785,58.821,58.491,1731369600000,589
2579,471,58.8014,58.778,58.791,58.831,58.7,1731384000000,471
2580,1665,58.6485,58.792,58.638,58.797,58.355,1731398400000,1665
2581,1909,58.6242,58.639,58.613,58.667,58.46,1731412800000,1909
2582,761,58.6777,58.613,58.729,58.801,58.515,1731427200000,761
2583,204,58.721,58.726,58.781,58.781,58.625,1731441600000,204
2584,689,58.6713,58.772,58.728,58.772,57.65,1731456000000,689
2585,430,58.6878,58.721,58.72,58.728,58.55,1731470400000,430
2586,1341,58.6019,58.72,58.536,58.732,58.42,1731484800000,1341
2587,2641,58.6112,58.499,58.672,58.711,58.445,1731499200000,2641
2588,629,58.683,58.671,58.711,58.718,58.585,1731513600000,629
2589,180,58.7158,58.704,58.73,58.75,58.54,1731528000000,180
2590,572,58.793,58.759,58.839,58.855,58.617,1731542400000,572
2591,753,58.8187,58.839,58.768,58.904,58.64,1731556800000,753
