,v,vw,o,c,h,l,t,n
1782,879,57.3373,57.378,57.315,57.5,57.22,1715788800000,879
1783,629,57.264,57.282,57.34,57.385,57.18,1715803200000,629
1784,947,57.3376,57.315,57.31,57.5,56.066,1715817600000,947
1785,1800,57.2941,57.313,57.442,57.457,57.095,1715832000000,1800
1786,1352,57.4562,57.442,57.442,57.55,57.141,1715846400000,1352
1787,991,57.4898,57.435,57.519,57.594,57.137,1715860800000,991
1788,223,57.5045,57.519,57.507,57.527,57.405,1715875200000,223
1789,60,57.4913,57.509,57.371,57.519,57.36,1715889600000,60
1790,1186,57.6476,57.385,57.679,57.74,57.195,1715904000000,1186
1791,1240,57.6423,57.676,57.609,57.731,57.465,1715918400000,1240
1792,685,57.6677,57.608,57.743,57.758,57.502,1715932800000,685
1793,703,57.7029,57.742,57.65,57.764,57.565,1715947200000,703
1794,372,57.636,57.651,57.654,57.677,57.56,1715961600000,372
1795,85,57.6489,57.653,57.657,57.658,57.6,1715976000000,85
1796,2,57.6685,57.657,57.68,57.68,57.657,1716148800000,2
1797,655,57.751,57.6,57.761,57.792,57.6,1716163200000,655
1798,1516,57.7805,57.76,57.933,57.941,57.64,1716177600000,1516
1799,987,57.8687,57.935,57.91,57.951,57.624,1716192000000,987
1800,1078,57.9414,57.909,57.973,58.05,57.8,1716206400000,1078
1801,811,57.974,57.968,57.993,58.024,57.86,1716220800000,811
1802,75,57.9194,57.98,58.03,58.045,56.775,1716235200000,75
1803,1660,58.0725,58.04,58.107,58.176,57.345,1716249600000,1660
1804,1293,58.1618,58.107,58.21,58.253,58.005,1716264000000,1293
1805,2051,58.1899,58.176,58.147,58.287,58.025,1716278400000,2051
1806,1160,58.1086,58.143,58.124,58.163,57.85,1716292800000,1160
1807,375,58.1216,58.125,58.114,58.2,58.025,1716307200000,375
1808,58,58.1137,58.115,58.152,58.152,58.045,1716321600000,58
1809,930,58.1565,58.025,58.145,58.223,57.99,1716336000000,930
1810,881,58.1282,58.156,58.034,58.176,57.935,1716350400000,881
1811,935,58.0227,58.032,58.086,58.086,57.865,1716364800000,935
1812,643,58.0473,58.086,58.041,58.2,57.96,1716379200000,643
1813,533,58.053,58.043,58.054,58.122,57.959,1716393600000,533
1814,131,58.0344,58.053,57.998,58.117,57.935,1716408000000,131
1815,1062,58.2202,58.01,58.231,58.311,58.01,1716422400000,1062
1816,955,58.1562,58.232,58.141,58.233,58.005,1716436800000,955
1817,1132,58.1534,58.141,58.093,58.222,58.005,1716451200000,1132
1818,949,58.1411,58.095,58.241,58.261,58.005,1716465600000,949
1819,700,58.2378,58.241,58.281,58.304,58.0,1716480000000,700
1820,76,58.2401,58.274,58.215,58.276,58.141,1716494400000,76
1821,743,58.2048,58.208,58.181,58.306,57.967,1716508800000,743
1822,842,58.1425,58.181,58.21,58.221,58.015,1716523200000,842
1823,1472,58.1829,58.213,58.209,58.265,58.045,1716537600000,1472
1824,573,58.1454,58.21,58.165,58.21,58.054,1716552000000,573
1825,225,58.1627,58.163,58.165,58.183,58.055,1716566400000,225
1826,237,58.1196,58.165,58.161,58.166,58.055,1716580800000,237
1827,2,58.1705,58.161,58.18,58.18,58.161,1716753600000,2
1828,425,58.078,58.106,58.108,58.15,58.011,1716768000000,425
1829,662,58.0895,58.11,58.124,58.141,57.975,1716782400000,662
1830,996,58.1214,58.12,57.989,58.207,57.973,1716796800000,996
1831,238,58.0444,57.997,58.106,58.119,57.839,1716811200000,238
1832,145,58.0928,58.106,58.091,58.116,58.005,1716825600000,145
1833,41,58.0796,58.091,58.02,58.175,58.01,1716840000000,41
1834,849,57.9433,58.079,57.928,58.175,57.81,1716854400000,849
1835,921,57.9187,57.92,57.947,57.962,57.745,1716868800000,921
1836,683,57.9567,57.943,57.985,58.01,57.688,1716883200000,683
1837,709,57.988,57.986,58.016,58.03,57.86,1716897600000,709
1838,233,58.0458,58.016,58.075,58.076,57.925,1716912000000,233
1839,69,58.0193,58.077,57.886,58.091,57.886,1716926400000,69
1840,1379,58.182,57.906,58.248,58.284,57.887,1716940800000,1379
1841,1255,58.3821,58.26,58.385,58.546,58.18,1716955200000,1255
1842,951,58.4792,58.471,58.474,58.554,58.211,1716969600000,951
1843,877,58.5226,58.474,58.565,58.604,58.39,1716984000000,877
1844,557,58.5627,58.565,58.586,58.586,58.46,1716998400000,557
1845,206,58.4235,58.583,58.431,58.583,58.188,1717012800000,206
1846,914,58.5902,58.452,58.657,58.739,58.337,1717027200000,914
1847,1442,58.645,58.657,58.624,58.714,58.5,1717041600000,1442
1848,1153,58.538,58.623,58.476,58.654,58.367,1717056000000,1153
1849,721,58.4408,58.475,58.415,58.575,58.32,1717070400000,721
1850,241,58.4204,58.412,58.479,58.57,58.315,1717084800000,241
1851,86,58.4344,58.479,58.44,58.483,58.355,1717099200000,86
1852,947,58.5118,58.433,58.499,58.6,58.109,1717113600000,947
1853,1179,58.5799,58.495,58.608,58.672,58.395,1717128000000,1179
1854,1498,58.5786,58.608,58.45,58.704,58.375,1717142400000,1498
1855,1266,58.4439,58.448,58.52,58.6,58.243,1717156800000,1266
1856,419,58.4907,58.52,58.485,58.57,58.375,1717171200000,419
1857,241,58.3786,58.487,58.353,58.491,58.215,1717185600000,241
1858,2,58.5185,58.462,58.575,58.575,58.462,1717358400000,2
1859,1066,58.4898,58.45,58.537,58.598,58.048,1717372800000,1066
1860,1503,58.5846,58.536,58.683,58.76,58.006,1717387200000,1503
1861,1564,58.6723,58.68,58.675,58.733,58.495,1717401600000,1564
1862,1270,58.6632,58.679,58.642,58.743,58.366,1717416000000,1270
1863,348,58.6823,58.57,58.686,58.755,58.565,1717430400000,348
1864,328,58.6612,58.686,58.555,58.7,58.54,1717444800000,328
1865,992,58.6379,58.644,58.743,58.767,58.475,1717459200000,992
1866,1056,58.7724,58.746,58.757,58.84,58.64,1717473600000,1056
1867,1026,58.7718,58.753,58.83,58.849,58.349,1717488000000,1026
1868,1403,58.7749,58.831,58.796,58.866,58.383,1717502400000,1403
1869,428,58.8033,58.799,58.746,58.884,58.745,1717516800000,428
1870,19,58.7753,58.742,58.884,58.884,58.665,1717531200000,19
1871,792,58.7286,58.874,58.694,58.874,58.605,1717545600000,792
1872,1075,58.7567,58.694,58.795,58.905,58.557,1717560000000,1075
1873,847,58.8111,58.797,58.797,58.891,58.705,1717574400000,847
1874,949,58.7452,58.797,58.711,58.826,58.602,1717588800000,949
1875,290,58.6915,58.712,58.668,58.733,58.585,1717603200000,290
1876,108,58.639,58.669,58.747,58.747,58.56,1717617600000,108
1877,533,58.6333,58.74,58.65,58.74,58.485,1717632000000,533
1878,576,58.5983,58.65,58.615,58.677,58.42,1717646400000,576
1879,795,58.6224,58.619,58.624,58.68,58.478,1717660800000,795
1880,507,58.5991,58.63,58.582,58.695,58.485,1717675200000,507
1881,162,58.5439,58.572,58.555,58.597,58.45,1717689600000,162
1882,64,58.5593,58.549,58.57,58.603,58.465,1717704000000,64
1883,532,58.5353,58.562,58.551,58.695,58.415,1717718400000,532
1884,449,58.5058,58.552,58.502,58.567,58.39,1717732800000,449
1885,681,58.4537,58.502,58.423,58.53,58.212,1717747200000,681
1886,952,58.5281,58.428,58.704,58.746,57.95,1717761600000,952
1887,169,58.6981,58.705,58.732,58.747,58.625,1717776000000,169
1888,58,58.7009,58.747,58.694,58.749,58.648,1717790400000,58
1889,2,58.7125,58.73,58.695,58.73,58.695,1717963200000,2
1890,330,58.7764,58.762,58.796,58.813,58.7,1717977600000,330
1891,1163,58.7974,58.795,58.796,58.839,58.627,1717992000000,1163
1892,1158,58.6759,58.789,58.615,58.842,58.432,1718006400000,1158
1893,572,58.6935,58.63,58.733,58.79,58.555,1718020800000,572
1894,164,58.7369,58.732,58.759,58.764,58.635,1718035200000,164
1895,45,58.7449,58.753,58.82,58.82,58.63,1718049600000,45
1896,670,58.695,58.811,58.656,58.811,58.565,1718064000000,670
1897,675,58.6955,58.657,58.717,58.753,58.56,1718078400000,675
1898,2050,58.7501,58.714,58.74,58.825,58.62,1718092800000,2050
1899,721,58.744,58.74,58.772,58.81,58.615,1718107200000,721
1900,635,58.7285,58.771,58.716,58.8,58.615,1718121600000,635
1901,123,58.7105,58.713,58.768,58.768,58.64,1718136000000,123
1902,288,58.7047,58.759,58.688,58.759,58.6,1718150400000,288
1903,922,58.633,58.69,58.614,58.69,58.49,1718164800000,922
1904,1275,58.5481,58.614,58.593,58.639,58.392,1718179200000,1275
1905,1472,58.3962,58.592,58.331,58.69,58.074,1718193600000,1472
1906,1734,58.3381,58.33,58.473,58.59,58.145,1718208000000,1734
1907,232,58.3293,58.474,58.277,58.475,58.13,1718222400000,232
1908,1115,58.5719,58.306,58.671,58.69,58.179,1718236800000,1115
1909,1166,58.6179,58.676,58.582,58.686,58.465,1718251200000,1166
1910,833,58.5651,58.575,58.599,58.626,58.405,1718265600000,833
1911,1146,58.5353,58.6,58.595,58.612,57.911,1718280000000,1146
1912,339,58.6106,58.601,58.638,58.639,58.525,1718294400000,339
1913,54,58.6057,58.641,58.555,58.676,58.315,1718308800000,54
1914,714,58.6186,58.668,58.627,58.668,58.51,1718323200000,714
1915,1190,58.6183,58.617,58.624,58.718,58.425,1718337600000,1190
1916,1181,58.6754,58.622,58.692,58.764,58.515,1718352000000,1181
1917,389,58.7015,58.697,58.666,58.745,58.58,1718366400000,389
1918,117,58.6628,58.666,58.677,58.693,58.595,1718380800000,117
1919,40,58.6148,58.677,58.585,58.69,58.581,1718395200000,40
1920,1,58.69,58.69,58.69,58.69,58.69,1718568000000,1
1921,462,58.6464,58.666,58.623,58.697,58.345,1718582400000,462
1922,553,58.6722,58.627,58.671,58.705,58.585,1718596800000,553
1923,697,58.6221,58.673,58.624,58.711,58.527,1718611200000,697
1924,722,58.6526,58.624,58.666,58.718,58.548,1718625600000,722
1925,685,58.6188,58.659,58.587,58.664,58.55,1718640000000,685
1926,105,58.5693,58.57,58.515,58.7,58.457,1718654400000,105
1927,901,58.6519,58.58,58.617,58.734,58.495,1718668800000,901
1928,1029,58.6031,58.617,58.619,58.641,58.485,1718683200000,1029
1929,674,58.6648,58.621,58.699,58.729,58.376,1718697600000,674
1930,1139,58.582,58.694,58.603,58.699,58.281,1718712000000,1139
1931,314,58.5765,58.604,58.557,58.64,58.535,1718726400000,314
1932,122,58.5328,58.559,58.605,58.62,58.189,1718740800000,122
1933,472,58.6146,58.62,58.665,58.688,58.48,1718755200000,472
1934,912,58.7177,58.664,58.742,58.768,58.545,1718769600000,912
1935,840,58.7241,58.736,58.723,58.746,58.625,1718784000000,840
1936,277,58.75,58.722,58.761,58.793,58.645,1718798400000,277
1937,47,58.7349,58.76,58.734,58.761,58.64,1718812800000,47
1938,41,58.7198,58.725,58.755,58.756,58.63,1718827200000,41
1939,818,58.8246,58.746,58.747,58.943,58.64,1718841600000,818
1940,673,58.7496,58.748,58.765,58.781,58.62,1718856000000,673
1941,1156,58.8501,58.763,58.854,58.938,58.68,1718870400000,1156
1942,653,58.828,58.853,58.876,58.88,58.725,1718884800000,653
1943,283,58.8443,58.877,58.833,58.879,58.64,1718899200000,283
1944,108,58.8144,58.831,58.848,58.88,58.745,1718913600000,108
1945,361,58.8157,58.842,58.8,58.88,58.676,1718928000000,361
1946,729,58.8241,58.801,58.832,58.902,58.665,1718942400000,729
1947,660,58.8021,58.831,58.821,58.87,57.372,1718956800000,660
1948,570,58.8001,58.822,58.822,58.845,58.695,1718971200000,570
1949,121,58.7946,58.823,58.773,58.88,58.735,1718985600000,121
1950,62,58.7458,58.753,58.72,58.771,58.72,1719000000000,62
1951,1,58.86,58.86,58.86,58.86,58.86,1719172800000,1
1952,400,58.7841,58.82,58.773,58.826,58.754,1719187200000,400
1953,365,58.8028,58.776,58.812,58.832,58.68,1719201600000,365
1954,806,58.6851,58.812,58.764,59.18,53.985,1719216000000,806
1955,408,58.7328,58.763,58.722,58.785,58.615,1719230400000,408
1956,152,58.7219,58.722,58.723,58.86,58.615,1719244800000,152
1957,180,58.6768,58.721,58.685,58.735,58.56,1719259200000,180
1958,495,58.7135,58.699,58.71,58.79,58.6,1719273600000,495
1959,323,58.7224,58.71,58.747,58.76,58.615,1719288000000,323
1960,628,58.7642,58.746,58.781,58.787,58.67,1719302400000,628
1961,537,58.7602,58.78,58.768,58.791,58.66,1719316800000,537
1962,88,58.7418,58.771,58.722,58.772,58.635,1719331200000,88
1963,43,58.7215,58.723,58.745,58.745,58.645,1719345600000,43
1964,556,58.7787,58.742,58.827,58.836,58.66,1719360000000,556
1965,676,58.8507,58.825,58.882,58.905,58.725,1719374400000,676
1966,2458,58.9148,58.883,58.944,58.986,58.329,1719388800000,2458
1967,1301,58.9176,58.942,58.877,58.953,58.805,1719403200000,1301
1968,210,58.9127,58.882,58.934,58.952,58.76,1719417600000,210
1969,71,58.9187,58.931,58.933,58.933,58.805,1719432000000,71
1970,494,58.8754,58.928,58.942,58.944,58.77,1719446400000,494
1971,1046,58.8055,58.946,58.739,58.97,57.953,1719460800000,1046
1972,551,58.7056,58.738,58.635,58.772,58.545,1719475200000,551
1973,692,58.5764,58.634,58.601,58.636,58.455,1719489600000,692
1974,213,58.5981,58.6,58.617,58.621,58.495,1719504000000,213
1975,79,58.5849,58.615,58.603,58.624,58.41,1719518400000,79
1976,1147,58.6422,58.594,58.655,58.72,58.48,1719532800000,1147
1977,760,58.6194,58.655,58.596,58.688,58.49,1719547200000,760
1978,913,58.4854,58.596,58.422,58.597,58.34,1719561600000,913
1979,614,58.409,58.422,58.406,58.48,58.315,1719576000000,614
1980,293,58.389,58.396,58.385,58.424,58.305,1719590400000,293
1981,142,58.3616,58.378,58.314,58.384,58.29,1719604800000,142
1982,2,58.413,58.346,58.48,58.48,58.346,1719777600000,2
1983,708,58.5244,58.446,58.615,58.615,58.42,1719792000000,708
1984,1010,58.5949,58.618,58.614,58.668,58.46,1719806400000,1010
1985,1047,58.6402,58.613,58.647,58.686,58.48,1719820800000,1047
1986,426,58.6794,58.647,58.715,58.726,58.565,1719835200000,426
1987,9,58.6239,58.635,58.655,58.655,58.48,1719849600000,9
1988,11,58.6841,58.675,58.749,58.749,58.55,1719864000000,11
1989,550,58.7701,58.739,58.797,58.805,58.615,1719878400000,550
1990,625,58.8155,58.797,58.833,58.844,58.705,1719892800000,625
1991,674,58.8082,58.833,58.804,58.841,58.71,1719907200000,674
1992,575,58.7532,58.799,58.742,58.807,58.665,1719921600000,575
1993,219,58.7554,58.741,58.76,58.772,58.69,1719936000000,219
1994,111,58.7499,58.762,58.777,58.777,58.685,1719950400000,111
1995,507,58.8006,58.767,58.775,58.847,58.69,1719964800000,507
1996,1118,58.7725,58.777,58.721,58.793,58.635,1719979200000,1118
1997,190,58.7323,58.625,58.744,58.749,58.625,1719993600000,190
1998,2008,58.6718,58.743,58.659,58.757,58.535,1720008000000,2008
1999,302,58.6294,58.658,58.619,58.67,58.535,1720022400000,302
2000,24,58.6014,58.618,58.65,58.65,58.44,1720036800000,24
2001,576,58.6148,58.64,58.656,58.666,58.445,1720051200000,576
2002,1178,58.6333,58.657,58.588,58.662,58.48,1720065600000,1178
2003,1580,58.547,58.587,58.509,58.591,58.39,1720080000000,1580
2004,1114,58.5158,58.509,58.48,58.54,58.395,1720094400000,1114
2005,108,58.5092,58.48,58.502,58.547,58.415,1720108800000,108
2006,58,58.3596,58.502,58.389,58.59,57.476,1720123200000,58
2007,582,58.5457,58.404,58.54,58.591,58.34,1720137600000,582
2008,643,58.5474,58.541,58.512,58.593,58.41,1720152000000,643
2009,1202,58.5407,58.513,58.517,58.58,58.42,1720166400000,1202
2010,2392,58.533,58.523,58.521,58.61,58.168,1720180800000,2392
2011,251,58.4934,58.519,58.483,58.65,58.26,1720195200000,251
2012,54,58.4506,58.484,58.396,58.484,58.396,1720209600000,54
2013,2,58.4825,58.439,58.526,58.526,58.439,1720382400000,2
2014,472,58.5375,58.5,58.511,58.581,58.488,1720396800000,472
2015,987,58.5154,58.511,58.508,58.556,58.325,1720411200000,987
2016,1154,58.5261,58.51,58.552,58.561,58.381,1720425600000,1154
2017,1697,58.5241,58.554,58.53,58.562,58.415,1720440000000,1697
2018,166,58.5269,58.529,58.517,58.62,58.435,1720454400000,166
2019,35,58.487,58.517,58.47,58.521,58.395,1720468800000,35
2020,745,58.5227,58.462,58.49,58.565,58.395,1720483200000,745
2021,752,58.4532,58.489,58.454,58.49,58.335,1720497600000,752
2022,886,58.4218,58.45,58.427,58.452,58.184,1720512000000,886
2023,1053,58.4465,58.427,58.477,58.517,58.325,1720526400000,1053
2024,120,58.4832,58.479,58.487,58.509,58.39,1720540800000,120
2025,31,58.4654,58.475,58.487,58.487,58.38,1720555200000,31
2026,365,58.4269,58.477,58.388,58.493,58.305,1720569600000,365
2027,709,58.2757,58.387,58.335,58.387,56.362,1720584000000,709
2028,974,58.2936,58.34,58.251,58.356,58.14,1720598400000,974
2029,783,58.2402,58.258,58.247,58.27,58.125,1720612800000,783
2030,164,58.2488,58.244,58.248,58.269,58.145,1720627200000,164
2031,57,58.2187,58.252,58.198,58.253,58.105,1720641600000,57
2032,548,58.2705,58.21,58.265,58.31,58.13,1720656000000,548
2033,758,58.2878,58.268,58.285,58.312,58.165,1720670400000,758
2034,1315,58.295,58.284,58.266,58.429,58.1,1720684800000,1315
2035,3261,58.1494,58.18,58.17,58.31,57.545,1720699200000,3261
2036,1575,58.1338,58.172,58.139,58.24,57.968,1720713600000,1575
2037,176,58.0274,58.111,58.158,58.245,58.0,1720728000000,176
2038,962,58.3116,58.15,58.33,58.356,58.06,1720742400000,962
2039,866,58.3682,58.327,58.391,58.455,58.2,1720756800000,866
2040,946,58.3749,58.389,58.363,58.455,58.265,1720771200000,946
2041,1189,58.3758,58.361,58.364,58.412,58.28,1720785600000,1189
2042,208,58.3774,58.365,58.365,58.418,58.19,1720800000000,208
2043,12,58.3491,58.364,58.347,58.365,58.29,1720814400000,12
2044,2,58.3905,58.38,58.401,58.401,58.38,1720987200000,2
2045,834,58.502,58.4,58.541,58.557,58.396,1721001600000,834
2046,1116,58.5238,58.54,58.492,58.66,58.165,1721016000000,1116
2047,1408,58.4097,58.492,58.384,58.493,58.27,1721030400000,1408
2048,950,58.4254,58.38,58.429,58.47,58.31,1721044800000,950
2049,868,58.4566,58.435,58.456,58.483,58.36,1721059200000,868
2050,147,58.3894,58.442,58.351,58.465,58.305,1721073600000,147
2051,443,58.4616,58.361,58.446,58.513,58.355,1721088000000,443
2052,750,58.4364,58.448,58.395,58.465,58.305,1721102400000,750
2053,1079,58.3889,58.394,58.377,58.423,58.285,1721116800000,1079
2054,1557,58.3962,58.38,58.382,58.452,58.222,1721131200000,1557
2055,338,58.3538,58.383,58.303,58.399,58.275,1721145600000,338
2056,129,58.2829,58.295,58.317,58.317,58.245,1721160000000,129
2057,1,58.335,58.335,58.335,58.335,58.335,1721174400000,1
2058,1003,58.3212,58.334,58.305,58.366,58.175,1721188800000,1003
2059,1572,58.2159,58.304,58.238,58.304,58.055,1721203200000,1572
2060,1268,58.2333,58.239,58.245,58.271,58.105,1721217600000,1268
2061,603,58.2192,58.247,58.191,58.273,58.113,1721232000000,603
2062,165,58.122,58.098,58.15,58.153,58.07,1721246400000,165
2063,563,58.2591,58.142,58.277,58.317,58.035,1721260800000,563
2064,964,58.2105,58.278,58.24,58.285,57.995,1721275200000,964
2065,1478,58.2794,58.241,58.291,58.323,58.135,1721289600000,1478
2066,1314,58.2999,58.291,58.306,58.344,58.139,1721304000000,1314
2067,371,58.3127,58.311,58.33,58.343,58.195,1721318400000,371
2068,179,58.3072,58.33,58.191,58.33,58.14,1721332800000,179
2069,1029,58.3076,58.2,58.313,58.396,58.095,1721347200000,1029
2070,924,58.2983,58.307,58.22,58.339,58.175,1721361600000,924
2071,735,58.305,58.322,58.346,58.36,58.174,1721376000000,735
2072,476,58.3756,58.347,58.392,58.425,58.27,1721390400000,476
2073,284,58.3588,58.27,58.33,58.4,58.232,1721404800000,284
2074,37,58.3102,58.322,58.271,58.38,58.243,1721419200000,37
2075,2,58.3215,58.313,58.33,58.33,58.313,1721592000000,2
2076,469,58.4119,58.325,58.436,58.46,58.325,1721606400000,469
2077,642,58.3937,58.436,58.377,58.469,58.275,1721620800000,642
2078,354,58.3771,58.376,58.401,58.402,58.285,1721635200000,354
2079,472,58.4029,58.403,58.412,58.425,58.315,1721649600000,472
2080,46,58.3997,58.412,58.398,58.412,58.32,1721664000000,46
2081,59,58.3944,58.398,58.405,58.408,58.325,1721678400000,59
2082,522,58.348,58.398,58.3,58.425,58.185,1721692800000,522
2083,378,58.3748,58.3,58.408,58.457,58.205,1721707200000,378
2084,532,58.4717,58.455,58.486,58.516,58.205,1721721600000,532
2085,413,58.4923,58.485,58.454,58.522,58.355,1721736000000,413
2086,118,58.448,58.365,58.453,58.469,58.36,1721750400000,118
2087,73,58.4512,58.454,58.455,58.46,58.395,1721764800000,73
2088,178,58.4378,58.448,58.443,58.464,58.34,1721779200000,178
2089,423,58.4454,58.442,58.479,58.487,58.325,1721793600000,423
2090,908,58.591,58.481,58.608,58.639,58.41,1721808000000,908
2091,750,58.5131,58.609,58.467,58.615,58.316,1721822400000,750
2092,475,58.4613,58.465,58.468,58.58,58.247,1721836800000,475
2093,473,58.4479,58.441,58.491,58.495,58.29,1721851200000,473
2094,220,58.5275,58.5,58.56,58.58,58.43,1721865600000,220
2095,612,58.5848,58.56,58.56,58.651,58.465,1721880000000,612
2096,827,58.5869,58.563,58.654,58.673,58.485,1721894400000,827
2097,907,58.526,58.658,58.46,58.665,58.288,1721908800000,907
2098,159,58.4666,58.461,58.486,58.492,58.425,1721923200000,159
2099,39,58.4103,58.481,58.507,58.55,58.046,1721937600000,39
2100,381,58.453,58.52,58.426,58.58,58.315,1721952000000,381
2101,512,58.4019,58.426,58.373,58.462,58.265,1721966400000,512
2102,1052,58.3903,58.374,58.35,58.466,57.585,1721980800000,1052
2103,579,58.4268,58.427,58.46,58.48,58.31,1721995200000,579
2104,243,58.4482,58.46,58.479,58.503,58.325,1722009600000,243
2105,16,58.4461,58.478,58.399,58.483,58.396,1722024000000,16
2106,3,58.356,58.36,58.36,58.36,58.348,1722196800000,3
2107,598,58.3884,58.348,58.391,58.451,58.282,1722211200000,598
2108,804,58.4456,58.393,58.478,58.565,58.315,1722225600000,804
2109,1430,58.5038,58.476,58.528,58.548,58.342,1722240000000,1430
2110,885,58.5639,58.538,58.583,58.592,58.455,1722254400000,885
2111,141,58.5942,58.582,58.581,58.628,58.505,1722268800000,141
2112,33,58.5714,58.577,58.38,58.624,58.37,1722283200000,33
2113,619,58.6268,58.624,58.619,58.682,58.46,1722297600000,619
2114,1092,58.655,58.618,58.642,58.7,58.525,1722312000000,1092
2115,1040,58.6356,58.645,58.638,58.706,58.5,1722326400000,1040
2116,1216,58.6095,58.641,58.57,58.666,58.455,1722340800000,1216
2117,766,58.5663,58.567,58.557,58.611,58.475,1722355200000,766
2118,82,58.5071,58.515,58.415,58.57,58.365,1722369600000,82
2119,886,58.5014,58.555,58.512,58.575,58.37,1722384000000,886
2120,1540,58.4427,58.511,58.362,58.523,58.235,1722398400000,1540
2121,1882,58.3814,58.355,58.395,58.445,57.56,1722412800000,1882
2122,2102,58.3323,58.391,58.296,58.396,58.21,1722427200000,2102
2123,653,58.2575,58.297,58.253,58.57,57.569,1722441600000,653
2124,607,58.1536,58.195,58.25,58.4,57.418,1722456000000,607
2125,739,58.2924,58.225,58.294,58.341,58.175,1722470400000,739
2126,1121,58.3203,58.296,58.356,58.395,58.185,1722484800000,1121
2127,1212,58.2987,58.355,58.28,58.359,58.098,1722499200000,1212
2128,1441,58.248,58.28,58.273,58.32,58.1,1722513600000,1441
2129,280,58.2669,58.274,58.278,58.304,58.14,1722528000000,280
2130,124,58.2545,58.278,58.208,58.37,58.105,1722542400000,124
2131,479,58.2659,58.222,58.283,58.313,58.155,1722556800000,479
2132,1238,58.1708,58.282,58.104,58.289,57.995,1722571200000,1238
2133,2508,57.9227,58.092,58.04,58.21,55.236,1722585600000,2508
2134,3970,57.8162,57.838,57.936,58.26,57.325,1722600000000,3970
2135,2080,57.863,57.9,57.8,58.008,57.607,1722614400000,2080
2136,69,57.6845,57.799,57.582,57.805,57.518,1722628800000,69
2137,2,57.8205,57.71,57.931,57.931,57.71,1722801600000,2
2138,1082,57.8183,57.8,57.706,57.906,57.673,1722816000000,1082
2139,2648,57.7666,57.708,57.845,57.881,57.57,1722830400000,2648
2140,1516,57.7512,57.824,57.635,57.898,52.254,1722844800000,1516
2141,1960,57.6891,57.637,57.845,57.93,57.266,1722859200000,1960
2142,549,57.8277,57.847,57.44,57.878,57.402,1722873600000,549
2143,35,57.4891,57.403,57.669,57.82,57.08,1722888000000,35
2144,958,57.884,57.698,57.85,58.014,56.978,1722902400000,958
2145,1137,57.8355,57.844,57.809,57.88,57.695,1722916800000,1137
2146,1165,57.7747,57.81,57.75,57.839,57.64,1722931200000,1165
2147,710,57.6685,57.665,57.704,57.75,57.51,1722945600000,710
2148,121,57.6783,57.711,57.661,57.8,57.59,1722960000000,121
2149,1110,57.6186,57.609,57.685,57.685,57.493,1722974400000,1110
2150,938,57.7241,57.6,57.815,57.84,57.545,1722988800000,938
2151,1966,57.6161,57.813,57.534,57.82,57.37,1723003200000,1966
2152,1256,57.5875,57.537,57.641,57.688,57.006,1723017600000,1256
2153,552,57.6169,57.643,57.636,57.682,57.493,1723032000000,552
2154,498,57.6371,57.637,57.627,57.656,57.565,1723046400000,498
2155,191,57.6083,57.616,57.488,57.667,57.372,1723060800000,191
2156,849,57.4309,57.515,57.38,57.63,54.433,1723075200000,849
2157,1733,57.2756,57.382,57.32,57.501,53.16,1723089600000,1733
2158,755,57.3297,57.321,57.344,57.393,57.198,1723104000000,755
2159,962,57.3721,57.345,57.395,57.8,57.209,1723118400000,962
2160,564,57.373,57.391,57.344,57.405,57.29,1723132800000,564
2161,146,57.198,57.303,57.14,57.366,56.894,1723147200000,146
2162,994,57.3045,57.183,57.242,57.401,57.135,1723161600000,994
2163,1010,57.2257,57.25,57.261,57.297,57.03,1723176000000,1010
2164,602,57.2498,57.263,57.215,57.289,56.689,1723190400000,602
2165,419,57.2304,57.249,57.235,57.39,57.082,1723204800000,419
2166,691,57.1825,57.235,57.176,57.26,57.053,1723219200000,691
2167,151,57.1228,57.082,57.183,57.209,57.064,1723233600000,151
2168,2,57.2075,57.14,57.275,57.275,57.14,1723406400000,2
2169,787,57.3087,57.14,57.382,57.387,57.14,1723420800000,787
2170,741,57.3488,57.386,57.316,57.392,57.215,1723435200000,741
2171,791,57.2842,57.317,57.258,57.326,56.942,1723449600000,791
2172,595,57.2382,57.229,57.237,57.26,57.16,1723464000000,595
2173,268,57.2237,57.236,57.218,57.3,57.15,1723478400000,268
2174,25,57.1776,57.218,57.206,57.218,57.088,1723492800000,25
2175,540,57.2011,57.215,57.163,57.301,57.045,1723507200000,540
2176,1129,57.0289,57.161,56.928,57.164,56.204,1723521600000,1129
2177,1357,56.941,56.931,56.954,56.99,56.748,1723536000000,1357
2178,1871,56.9934,56.954,57.021,57.3,56.472,1723550400000,1871
2179,392,56.9001,57.011,56.88,57.023,56.775,1723564800000,392
2180,157,56.8777,56.878,56.785,56.99,56.785,1723579200000,157
2181,774,56.8633,56.851,56.882,56.98,56.75,1723593600000,774
2182,869,56.9976,56.898,56.955,57.092,56.765,1723608000000,869
2183,1231,56.9304,56.957,56.902,56.97,56.795,1723622400000,1231
2184,1963,56.9424,56.9,56.918,56.993,56.664,1723636800000,1963
2185,420,56.9342,56.917,56.884,56.984,56.85,1723651200000,420
2186,127,56.8507,56.855,56.852,56.905,56.752,1723665600000,127
2187,984,57.0023,56.87,57.009,57.091,56.71,1723680000000,984
